county,state,state_abbr,ssa,fips
Calhoun,Mississippi,MS,25060,28013
Carroll,Mississippi,MS,25070,28015
Chickasaw,Mississippi,MS,25080,28017
Choctaw,Mississippi,MS,25090,28019
Claiborne,Mississippi,MS,25100,28021
Clarke,Mississippi,MS,25110,28023
Clay,Mississippi,MS,25120,28025
Coahoma,Mississippi,MS,25130,28027
Copiah,Mississippi,MS,25140,28029
Covington,Mississippi,MS,25150,28031
DeSoto,Mississippi,MS,25160,28033
Forrest,Mississippi,MS,25170,28035
Franklin,Mississippi,MS,25180,28037
George,Mississippi,MS,25190,28039
Greene,Mississippi,MS,25200,28041
Grenada,Mississippi,MS,25210,28043
Hancock,Mississippi,MS,25220,28045
Harrison,Mississippi,MS,25230,28047
Hinds,Mississippi,MS,25240,28049
Holmes,Mississippi,MS,25250,28051
Humphreys,Mississippi,MS,25260,28053
Issaquena,Mississippi,MS,25270,28055
Itawamba,Mississippi,MS,25280,28057
Jackson,Mississippi,MS,25290,28059
Jasper,Mississippi,MS,25300,28061
Jefferson,Mississippi,MS,25310,28063
Jefferson Davis,Mississippi,MS,25320,28065
Jones,Mississippi,MS,25330,28067
Kemper,Mississippi,MS,25340,28069
Lafayette,Mississippi,MS,25350,28071
Lamar,Mississippi,MS,25360,28073
Lauderdale,Mississippi,MS,25370,28075
Lawrence,Mississippi,MS,25380,28077
Leake,Mississippi,MS,25390,28079
Lee,Mississippi,MS,25400,28081
Leflore,Mississippi,MS,25410,28083
Lincoln,Mississippi,MS,25420,28085
Lowndes,Mississippi,MS,25430,28087
Madison,Mississippi,MS,25440,28089
Marion,Mississippi,MS,25450,28091
Marshall,Mississippi,MS,25460,28093
Monroe,Mississippi,MS,25470,28095
Montgomery,Mississippi,MS,25480,28097
Neshoba,Mississippi,MS,25490,28099
Newton,Mississippi,MS,25500,28101
Noxubee,Mississippi,MS,25510,28103
Oktibbeha,Mississippi,MS,25520,28105
Panola,Mississippi,MS,25530,28107
Pearl River,Mississippi,MS,25540,28109
Perry,Mississippi,MS,25550,28111
Pike,Mississippi,MS,25560,28113
Pontotoc,Mississippi,MS,25570,28115
Prentiss,Mississippi,MS,25580,28117
Quitman,Mississippi,MS,25590,28119
Rankin,Mississippi,MS,25600,28121
Scott,Mississippi,MS,25610,28123
Sharkey,Mississippi,MS,25620,28125
Simpson,Mississippi,MS,25630,28127
Smith,Mississippi,MS,25640,28129
Stone,Mississippi,MS,25650,28131
Sunflower,Mississippi,MS,25660,28133
Tallahatchie,Mississippi,MS,25670,28135
Tate,Mississippi,MS,25680,28137
Tippah,Mississippi,MS,25690,28139
Tishomingo,Mississippi,MS,25700,28141
Tunica,Mississippi,MS,25710,28143
Union,Mississippi,MS,25720,28145
Walthall,Mississippi,MS,25730,28147
Warren,Mississippi,MS,25740,28149
Washington,Mississippi,MS,25750,28151
Wayne,Mississippi,MS,25760,28153
Webster,Mississippi,MS,25770,28155
Wilkinson,Mississippi,MS,25780,28157
Winston,Mississippi,MS,25790,28159
Yalobusha,Mississippi,MS,25800,28161
Yazoo,Mississippi,MS,25810,28163
Statewide,Mississippi,MS,25999,28990
Adair,Missouri,MO,26000,29001
Andrew,Missouri,MO,26010,29003
Atchison,Missouri,MO,26020,29005
Audrain,Missouri,MO,26030,29007
Barry,Missouri,MO,26040,29009
Barton,Missouri,MO,26050,29011
Bates,Missouri,MO,26060,29013
Benton,Missouri,MO,26070,29015
Bollinger,Missouri,MO,26080,29017
Boone,Missouri,MO,26090,29019
Buchanan,Missouri,MO,26100,29021
Butler,Missouri,MO,26110,29023
Caldwell,Missouri,MO,26120,29025
Callaway,Missouri,MO,26130,29027
Camden,Missouri,MO,26140,29029
Cape Girardeau,Missouri,MO,26150,29031
Carroll,Missouri,MO,26160,29033
Carter,Missouri,MO,26170,29035
Cass,Missouri,MO,26180,29037
Cedar,Missouri,MO,26190,29039
Chariton,Missouri,MO,26200,29041
Christian,Missouri,MO,26210,29043
Clark,Missouri,MO,26220,29045
Clay,Missouri,MO,26230,29047
Clinton,Missouri,MO,26240,29049
Cole,Missouri,MO,26250,29051
Cooper,Missouri,MO,26260,29053
Crawford,Missouri,MO,26270,29055
Dade,Missouri,MO,26280,29057
Dallas,Missouri,MO,26290,29059
Daviess,Missouri,MO,26300,29061
DeKalb,Missouri,MO,26310,29063
Dent,Missouri,MO,26320,29065
Douglas,Missouri,MO,26330,29067
Dunklin,Missouri,MO,26340,29069
Franklin,Missouri,MO,26350,29071
Gasconade,Missouri,MO,26360,29073
Gentry,Missouri,MO,26370,29075
Greene,Missouri,MO,26380,29077
Grundy,Missouri,MO,26390,29079
Harrison,Missouri,MO,26400,29081
Henry,Missouri,MO,26410,29083
Hickory,Missouri,MO,26411,29085
Holt,Missouri,MO,26412,29087
Howard,Missouri,MO,26440,29089
Howell,Missouri,MO,26450,29091
Iron,Missouri,MO,26460,29093
Jackson,Missouri,MO,26470,29095
Jasper,Missouri,MO,26480,29097
Jefferson,Missouri,MO,26490,29099
Johnson,Missouri,MO,26500,29101
Knox,Missouri,MO,26510,29103
Laclede,Missouri,MO,26520,29105
Lafayette,Missouri,MO,26530,29107
Lawrence,Missouri,MO,26540,29109
Lewis,Missouri,MO,26541,29111
Lincoln,Missouri,MO,26560,29113
Linn,Missouri,MO,26570,29115
Livingston,Missouri,MO,26580,29117
McDonald,Missouri,MO,26590,29119
Macon,Missouri,MO,26600,29121
Madison,Missouri,MO,26601,29123
Maries,Missouri,MO,26620,29125
Marion,Missouri,MO,26630,29127
Mercer,Missouri,MO,26631,29129
Miller,Missouri,MO,26650,29131
Mississippi,Missouri,MO,26660,29133
Moniteau,Missouri,MO,26670,29135
Monroe,Missouri,MO,26680,29137
Montgomery,Missouri,MO,26690,29139
Morgan,Missouri,MO,26700,29141
New Madrid,Missouri,MO,26710,29143
Newton,Missouri,MO,26720,29145
Nodaway,Missouri,MO,26730,29147
Oregon,Missouri,MO,26740,29149
Osage,Missouri,MO,26750,29151
Ozark,Missouri,MO,26751,29153
Pemiscot,Missouri,MO,26770,29155
Perry,Missouri,MO,26780,29157
Pettis,Missouri,MO,26790,29159
Phelps,Missouri,MO,26800,29161
Pike,Missouri,MO,26810,29163
Platte,Missouri,MO,26820,29165
Polk,Missouri,MO,26821,29167
Pulaski,Missouri,MO,26840,29169
Putnam,Missouri,MO,26850,29171
Ralls,Missouri,MO,26860,29173
Randolph,Missouri,MO,26870,29175
Ray,Missouri,MO,26880,29177
Reynolds,Missouri,MO,26881,29179
Ripley,Missouri,MO,26900,29181
St. Charles,Missouri,MO,26910,29183
St. Clair,Missouri,MO,26911,29185
Ste. Genevieve,Missouri,MO,26960,29186
St. Francois,Missouri,MO,26930,29187
St. Louis,Missouri,MO,26940,29189
Saline,Missouri,MO,26970,29195
Schuyler,Missouri,MO,26980,29197
Scotland,Missouri,MO,26981,29199
Scott,Missouri,MO,26982,29201
Shannon,Missouri,MO,26983,29203
Shelby,Missouri,MO,26984,29205
Stoddard,Missouri,MO,26985,29207
Stone,Missouri,MO,26986,29209
Sullivan,Missouri,MO,26987,29211
Taney,Missouri,MO,26988,29213
Texas,Missouri,MO,26989,29215
Vernon,Missouri,MO,26990,29217
Warren,Missouri,MO,26991,29219
Washington,Missouri,MO,26992,29221
Wayne,Missouri,MO,26993,29223
Webster,Missouri,MO,26994,29225
Worth,Missouri,MO,26995,29227
Wright,Missouri,MO,26996,29229
St. Louis city,Missouri,MO,26950,29510
Statewide,Missouri,MO,26999,29990
Beaverhead,Montana,MT,27000,30001
Big Horn,Montana,MT,27010,30003
Blaine,Montana,MT,27020,30005
Broadwater,Montana,MT,27030,30007
Carbon,Montana,MT,27040,30009
Carter,Montana,MT,27050,30011
Cascade,Montana,MT,27060,30013
Chouteau,Montana,MT,27070,30015
Custer,Montana,MT,27080,30017
Daniels,Montana,MT,27090,30019
Dawson,Montana,MT,27100,30021
Deer Lodge,Montana,MT,27110,30023
Fallon,Montana,MT,27120,30025
Fergus,Montana,MT,27130,30027
Flathead,Montana,MT,27140,30029
Gallatin,Montana,MT,27150,30031
Garfield,Montana,MT,27160,30033
Glacier,Montana,MT,27170,30035
Golden Valley,Montana,MT,27180,30037
Granite,Montana,MT,27190,30039
Hill,Montana,MT,27200,30041
Jefferson,Montana,MT,27210,30043
Judith Basin,Montana,MT,27220,30045
Lake,Montana,MT,27230,30047
Lewis and Clark,Montana,MT,27240,30049
Liberty,Montana,MT,27250,30051
Lincoln,Montana,MT,27260,30053
McCone,Montana,MT,27270,30055
Madison,Montana,MT,27280,30057
Meagher,Montana,MT,27290,30059
Mineral,Montana,MT,27300,30061
Missoula,Montana,MT,27310,30063
Musselshell,Montana,MT,27320,30065
Park,Montana,MT,27330,30067
Petroleum,Montana,MT,27340,30069
Phillips,Montana,MT,27350,30071
Pondera,Montana,MT,27360,30073
Powder River,Montana,MT,27370,30075
Powell,Montana,MT,27380,30077
Prairie,Montana,MT,27390,30079
Ravalli,Montana,MT,27400,30081
Richland,Montana,MT,27410,30083
Roosevelt,Montana,MT,27420,30085
Rosebud,Montana,MT,27430,30087
Sanders,Montana,MT,27440,30089
Sheridan,Montana,MT,27450,30091
Silver Bow,Montana,MT,27460,30093
Stillwater,Montana,MT,27470,30095
Sweet Grass,Montana,MT,27480,30097
Teton,Montana,MT,27490,30099
Toole,Montana,MT,27500,30101
Treasure,Montana,MT,27510,30103
Valley,Montana,MT,27520,30105
Wheatland,Montana,MT,27530,30107
Wibaux,Montana,MT,27540,30109
Yellowstone,Montana,MT,27550,30111
Yellowstone Natl Park,Montana,MT,27113,30113
Statewide,Montana,MT,27999,30990
Adams,Nebraska,NE,28000,31001
Antelope,Nebraska,NE,28010,31003
Arthur,Nebraska,NE,28020,31005
Banner,Nebraska,NE,28030,31007
Blaine,Nebraska,NE,28040,31009
Boone,Nebraska,NE,28050,31011
Box Butte,Nebraska,NE,28060,31013
Boyd,Nebraska,NE,28070,31015
Brown,Nebraska,NE,28080,31017
Buffalo,Nebraska,NE,28090,31019
Burt,Nebraska,NE,28100,31021
Butler,Nebraska,NE,28110,31023
Cass,Nebraska,NE,28120,31025
Cedar,Nebraska,NE,28130,31027
Chase,Nebraska,NE,28140,31029
Cherry,Nebraska,NE,28150,31031
Cheyenne,Nebraska,NE,28160,31033
Clay,Nebraska,NE,28170,31035
Colfax,Nebraska,NE,28180,31037
Cuming,Nebraska,NE,28190,31039
Custer,Nebraska,NE,28200,31041
Dakota,Nebraska,NE,28210,31043
Dawes,Nebraska,NE,28220,31045
Dawson,Nebraska,NE,28230,31047
Deuel,Nebraska,NE,28240,31049
Dixon,Nebraska,NE,28250,31051
Dodge,Nebraska,NE,28260,31053
Douglas,Nebraska,NE,28270,31055
Dundy,Nebraska,NE,28280,31057
Fillmore,Nebraska,NE,28290,31059
Franklin,Nebraska,NE,28300,31061
Frontier,Nebraska,NE,28310,31063
Furnas,Nebraska,NE,28320,31065
Gage,Nebraska,NE,28330,31067
Garden,Nebraska,NE,28340,31069
Garfield,Nebraska,NE,28350,31071
Gosper,Nebraska,NE,28360,31073
Grant,Nebraska,NE,28370,31075
Greeley,Nebraska,NE,28380,31077
Hall,Nebraska,NE,28390,31079
Hamilton,Nebraska,NE,28400,31081
Harlan,Nebraska,NE,28410,31083
Hayes,Nebraska,NE,28420,31085
Hitchcock,Nebraska,NE,28430,31087
Holt,Nebraska,NE,28440,31089
Hooker,Nebraska,NE,28450,31091
Howard,Nebraska,NE,28460,31093
Jefferson,Nebraska,NE,28470,31095
Johnson,Nebraska,NE,28480,31097
Kearney,Nebraska,NE,28490,31099
Keith,Nebraska,NE,28500,31101
Keya Paha,Nebraska,NE,28510,31103
Kimball,Nebraska,NE,28520,31105
Knox,Nebraska,NE,28530,31107
Lancaster,Nebraska,NE,28540,31109
Lincoln,Nebraska,NE,28550,31111
Logan,Nebraska,NE,28560,31113
Loup,Nebraska,NE,28570,31115
McPherson,Nebraska,NE,28580,31117
Madison,Nebraska,NE,28590,31119
Merrick,Nebraska,NE,28600,31121
Morrill,Nebraska,NE,28610,31123
Nance,Nebraska,NE,28620,31125
Nemaha,Nebraska,NE,28630,31127
Nuckolls,Nebraska,NE,28640,31129
Otoe,Nebraska,NE,28650,31131
Pawnee,Nebraska,NE,28660,31133
Perkins,Nebraska,NE,28670,31135
Phelps,Nebraska,NE,28680,31137
Pierce,Nebraska,NE,28690,31139
Platte,Nebraska,NE,28700,31141
Polk,Nebraska,NE,28710,31143
Red Willow,Nebraska,NE,28720,31145
Richardson,Nebraska,NE,28730,31147
Rock,Nebraska,NE,28740,31149
Saline,Nebraska,NE,28750,31151
Sarpy,Nebraska,NE,28760,31153
Saunders,Nebraska,NE,28770,31155
Scotts Bluff,Nebraska,NE,28780,31157
Seward,Nebraska,NE,28790,31159
Sheridan,Nebraska,NE,28800,31161
Sherman,Nebraska,NE,28810,31163
Sioux,Nebraska,NE,28820,31165
Stanton,Nebraska,NE,28830,31167
Thayer,Nebraska,NE,28840,31169
Thomas,Nebraska,NE,28850,31171
Thurston,Nebraska,NE,28860,31173
Valley,Nebraska,NE,28870,31175
Washington,Nebraska,NE,28880,31177
Wayne,Nebraska,NE,28890,31179
Webster,Nebraska,NE,28900,31181
Wheeler,Nebraska,NE,28910,31183
York,Nebraska,NE,28920,31185
Statewide,Nebraska,NE,28999,31990
Churchill,Nevada,NV,29000,32001
Clark,Nevada,NV,29010,32003
Douglas,Nevada,NV,29020,32005
Elko,Nevada,NV,29030,32007
Esmeralda,Nevada,NV,29040,32009
Eureka,Nevada,NV,29050,32011
Humboldt,Nevada,NV,29060,32013
Lander,Nevada,NV,29070,32015
Lincoln,Nevada,NV,29080,32017
Lyon,Nevada,NV,29090,32019
Mineral,Nevada,NV,29100,32021
Nye,Nevada,NV,29110,32023
Pershing,Nevada,NV,29130,32027
Storey,Nevada,NV,29140,32029
Washoe,Nevada,NV,29150,32031
White Pine,Nevada,NV,29160,32033
Carson City,Nevada,NV,29120,32510
Statewide,Nevada,NV,29999,32990
Belknap,New Hampshire,NH,30000,33001
Carroll,New Hampshire,NH,30010,33003
Cheshire,New Hampshire,NH,30020,33005
Coos,New Hampshire,NH,30030,33007
Grafton,New Hampshire,NH,30040,33009
Hillsborough,New Hampshire,NH,30050,33011
Merrimack,New Hampshire,NH,30060,33013
Rockingham,New Hampshire,NH,30070,33015
Strafford,New Hampshire,NH,30080,33017
Sullivan,New Hampshire,NH,30090,33019
Statewide,New Hampshire,NH,30999,33990
Atlantic,New Jersey,NJ,31000,34001
Bergen,New Jersey,NJ,31100,34003
Burlington,New Jersey,NJ,31150,34005
Camden,New Jersey,NJ,31160,34007
Cape May,New Jersey,NJ,31180,34009
Cumberland,New Jersey,NJ,31190,34011
Essex,New Jersey,NJ,31200,34013
Gloucester,New Jersey,NJ,31220,34015
Hudson,New Jersey,NJ,31230,34017
Hunterdon,New Jersey,NJ,31250,34019
Mercer,New Jersey,NJ,31260,34021
Middlesex,New Jersey,NJ,31270,34023
Monmouth,New Jersey,NJ,31290,34025
Morris,New Jersey,NJ,31300,34027
Ocean,New Jersey,NJ,31310,34029
Passaic,New Jersey,NJ,31320,34031
Salem,New Jersey,NJ,31340,34033
Somerset,New Jersey,NJ,31350,34035
Sussex,New Jersey,NJ,31360,34037
Union,New Jersey,NJ,31370,34039
Warren,New Jersey,NJ,31390,34041
Statewide,New Jersey,NJ,31999,34990
Bernalillo,New Mexico,NM,32000,35001
Catron,New Mexico,NM,32010,35003
Chaves,New Mexico,NM,32020,35005
Cibola,New Mexico,NM,32025,35006
Colfax,New Mexico,NM,32030,35007
Curry,New Mexico,NM,32040,35009
De Baca,New Mexico,NM,32050,35011
Doña Ana,New Mexico,NM,32060,35013
Eddy,New Mexico,NM,32070,35015
Grant,New Mexico,NM,32080,35017
Guadalupe,New Mexico,NM,32090,35019
Harding,New Mexico,NM,32100,35021
Hidalgo,New Mexico,NM,32110,35023
Lea,New Mexico,NM,32120,35025
Lincoln,New Mexico,NM,32130,35027
Los Alamos,New Mexico,NM,32131,35028
Luna,New Mexico,NM,32140,35029
McKinley,New Mexico,NM,32150,35031
Mora,New Mexico,NM,32160,35033
Otero,New Mexico,NM,32170,35035
Quay,New Mexico,NM,32180,35037
Rio Arriba,New Mexico,NM,32190,35039
Roosevelt,New Mexico,NM,32200,35041
Sandoval,New Mexico,NM,32210,35043
San Juan,New Mexico,NM,32220,35045
San Miguel,New Mexico,NM,32230,35047
Santa Fe,New Mexico,NM,32240,35049
Sierra,New Mexico,NM,32250,35051
Socorro,New Mexico,NM,32260,35053
Taos,New Mexico,NM,32270,35055
Torrance,New Mexico,NM,32280,35057
Union,New Mexico,NM,32290,35059
Valencia,New Mexico,NM,32300,35061
Statewide,New Mexico,NM,32999,35990
Albany,New York,NY,33000,36001
Allegany,New York,NY,33010,36003
Bronx,New York,NY,33020,36005
Broome,New York,NY,33030,36007
Cattaraugus,New York,NY,33040,36009
Cayuga,New York,NY,33050,36011
Chautauqua,New York,NY,33060,36013
Chemung,New York,NY,33070,36015
Chenango,New York,NY,33080,36017
Clinton,New York,NY,33090,36019
Columbia,New York,NY,33200,36021
Cortland,New York,NY,33210,36023
Delaware,New York,NY,33220,36025
Dutchess,New York,NY,33230,36027
Erie,New York,NY,33240,36029
Essex,New York,NY,33260,36031
Franklin,New York,NY,33270,36033
Fulton,New York,NY,33280,36035
Genesee,New York,NY,33290,36037
Greene,New York,NY,33300,36039
Hamilton,New York,NY,33310,36041
Herkimer,New York,NY,33320,36043
Jefferson,New York,NY,33330,36045
Kings,New York,NY,33331,36047
Lewis,New York,NY,33340,36049
Livingston,New York,NY,33350,36051
Madison,New York,NY,33360,36053
Monroe,New York,NY,33370,36055
Montgomery,New York,NY,33380,36057
Nassau,New York,NY,33400,36059
New York,New York,NY,33420,36061
Niagara,New York,NY,33500,36063
Oneida,New York,NY,33510,36065
Onondaga,New York,NY,33520,36067
Ontario,New York,NY,33530,36069
Orange,New York,NY,33540,36071
Orleans,New York,NY,33550,36073
Oswego,New York,NY,33560,36075
Otsego,New York,NY,33570,36077
Putnam,New York,NY,33580,36079
Queens,New York,NY,33590,36081
Rensselaer,New York,NY,33600,36083
Richmond,New York,NY,33610,36085
Rockland,New York,NY,33620,36087
St. Lawrence,New York,NY,33630,36089
Saratoga,New York,NY,33640,36091
Schenectady,New York,NY,33650,36093
Schoharie,New York,NY,33660,36095
Schuyler,New York,NY,33670,36097
Seneca,New York,NY,33680,36099
Steuben,New York,NY,33690,36101
Suffolk,New York,NY,33700,36103
Sullivan,New York,NY,33710,36105
Tioga,New York,NY,33720,36107
Tompkins,New York,NY,33730,36109
Ulster,New York,NY,33740,36111
Warren,New York,NY,33750,36113
Washington,New York,NY,33760,36115
Wayne,New York,NY,33770,36117
Westchester,New York,NY,33800,36119
Wyoming,New York,NY,33900,36121
Yates,New York,NY,33910,36123
Statewide,New York,NY,33999,36990
Alamance,North Carolina,NC,34000,37001
Alexander,North Carolina,NC,34010,37003
Alleghany,North Carolina,NC,34020,37005
Anson,North Carolina,NC,34030,37007
Ashe,North Carolina,NC,34040,37009
Avery,North Carolina,NC,34050,37011
Beaufort,North Carolina,NC,34060,37013
Bertie,North Carolina,NC,34070,37015
Bladen,North Carolina,NC,34080,37017
Brunswick,North Carolina,NC,34090,37019
Buncombe,North Carolina,NC,34100,37021
Burke,North Carolina,NC,34110,37023
Cabarrus,North Carolina,NC,34120,37025
Caldwell,North Carolina,NC,34130,37027
Camden,North Carolina,NC,34140,37029
Carteret,North Carolina,NC,34150,37031
Caswell,North Carolina,NC,34160,37033
Catawba,North Carolina,NC,34170,37035
Chatham,North Carolina,NC,34180,37037
Cherokee,North Carolina,NC,34190,37039
Chowan,North Carolina,NC,34200,37041
Clay,North Carolina,NC,34210,37043
Cleveland,North Carolina,NC,34220,37045
Columbus,North Carolina,NC,34230,37047
Craven,North Carolina,NC,34240,37049
Cumberland,North Carolina,NC,34250,37051
Currituck,North Carolina,NC,34251,37053
Dare,North Carolina,NC,34270,37055
Davidson,North Carolina,NC,34280,37057
Davie,North Carolina,NC,34290,37059
Duplin,North Carolina,NC,34300,37061
Durham,North Carolina,NC,34310,37063
Edgecombe,North Carolina,NC,34320,37065
Forsyth,North Carolina,NC,34330,37067
Franklin,North Carolina,NC,34340,37069
Gaston,North Carolina,NC,34350,37071
Gates,North Carolina,NC,34360,37073
Graham,North Carolina,NC,34370,37075
Granville,North Carolina,NC,34380,37077
Greene,North Carolina,NC,34390,37079
Guilford,North Carolina,NC,34400,37081
Halifax,North Carolina,NC,34410,37083
Harnett,North Carolina,NC,34420,37085
Haywood,North Carolina,NC,34430,37087
Henderson,North Carolina,NC,34440,37089
Hertford,North Carolina,NC,34450,37091
Hoke,North Carolina,NC,34460,37093
Hyde,North Carolina,NC,34470,37095
Iredell,North Carolina,NC,34480,37097
Jackson,North Carolina,NC,34490,37099
Johnston,North Carolina,NC,34500,37101
Jones,North Carolina,NC,34510,37103
Lee,North Carolina,NC,34520,37105
Lenoir,North Carolina,NC,34530,37107
Lincoln,North Carolina,NC,34540,37109
McDowell,North Carolina,NC,34550,37111
Macon,North Carolina,NC,34560,37113
Madison,North Carolina,NC,34570,37115
Martin,North Carolina,NC,34580,37117
Mecklenburg,North Carolina,NC,34590,37119
Mitchell,North Carolina,NC,34600,37121
Montgomery,North Carolina,NC,34610,37123
Moore,North Carolina,NC,34620,37125
Nash,North Carolina,NC,34630,37127
New Hanover,North Carolina,NC,34640,37129
Northampton,North Carolina,NC,34650,37131
Onslow,North Carolina,NC,34660,37133
Orange,North Carolina,NC,34670,37135
Pamlico,North Carolina,NC,34680,37137
Pasquotank,North Carolina,NC,34690,37139
Pender,North Carolina,NC,34700,37141
Perquimans,North Carolina,NC,34710,37143
Person,North Carolina,NC,34720,37145
Pitt,North Carolina,NC,34730,37147
Polk,North Carolina,NC,34740,37149
Randolph,North Carolina,NC,34750,37151
Richmond,North Carolina,NC,34760,37153
Robeson,North Carolina,NC,34770,37155
Rockingham,North Carolina,NC,34780,37157
Rowan,North Carolina,NC,34790,37159
Rutherford,North Carolina,NC,34800,37161
Sampson,North Carolina,NC,34810,37163
Scotland,North Carolina,NC,34820,37165
Stanly,North Carolina,NC,34830,37167
Stokes,North Carolina,NC,34840,37169
Surry,North Carolina,NC,34850,37171
Swain,North Carolina,NC,34860,37173
Transylvania,North Carolina,NC,34870,37175
Tyrrell,North Carolina,NC,34880,37177
Union,North Carolina,NC,34890,37179
Vance,North Carolina,NC,34900,37181
Wake,North Carolina,NC,34910,37183
Warren,North Carolina,NC,34920,37185
Washington,North Carolina,NC,34930,37187
Watauga,North Carolina,NC,34940,37189
Wayne,North Carolina,NC,34950,37191
Wilkes,North Carolina,NC,34960,37193
Wilson,North Carolina,NC,34970,37195
Yadkin,North Carolina,NC,34980,37197
Yancey,North Carolina,NC,34981,37199
Statewide,North Carolina,NC,34999,37990
Adams,North Dakota,ND,35000,38001
Barnes,North Dakota,ND,35010,38003
Benson,North Dakota,ND,35020,38005
Billings,North Dakota,ND,35030,38007
Bottineau,North Dakota,ND,35040,38009
Bowman,North Dakota,ND,35050,38011
Burke,North Dakota,ND,35060,38013
Burleigh,North Dakota,ND,35070,38015
Cass,North Dakota,ND,35080,38017
Cavalier,North Dakota,ND,35090,38019
Dickey,North Dakota,ND,35100,38021
Divide,North Dakota,ND,35110,38023
Dunn,North Dakota,ND,35120,38025
Eddy,North Dakota,ND,35130,38027
Emmons,North Dakota,ND,35140,38029
Foster,North Dakota,ND,35150,38031
Golden Valley,North Dakota,ND,35160,38033
Grand Forks,North Dakota,ND,35170,38035
Grant,North Dakota,ND,35180,38037
Griggs,North Dakota,ND,35190,38039
Hettinger,North Dakota,ND,35200,38041
Kidder,North Dakota,ND,35210,38043
LaMoure,North Dakota,ND,35220,38045
Logan,North Dakota,ND,35230,38047
McHenry,North Dakota,ND,35240,38049
McIntosh,North Dakota,ND,35250,38051
McKenzie,North Dakota,ND,35260,38053
McLean,North Dakota,ND,35270,38055
Mercer,North Dakota,ND,35280,38057
Morton,North Dakota,ND,35290,38059
Mountrail,North Dakota,ND,35300,38061
Nelson,North Dakota,ND,35310,38063
Oliver,North Dakota,ND,35320,38065
Pembina,North Dakota,ND,35330,38067
Pierce,North Dakota,ND,35340,38069
Ramsey,North Dakota,ND,35350,38071
Ransom,North Dakota,ND,35360,38073
Renville,North Dakota,ND,35370,38075
Richland,North Dakota,ND,35380,38077
Rolette,North Dakota,ND,35390,38079
Sargent,North Dakota,ND,35400,38081
Sheridan,North Dakota,ND,35410,38083
Sioux,North Dakota,ND,35420,38085
Slope,North Dakota,ND,35430,38087
Stark,North Dakota,ND,35440,38089
Steele,North Dakota,ND,35450,38091
Stutsman,North Dakota,ND,35460,38093
Towner,North Dakota,ND,35470,38095
Traill,North Dakota,ND,35480,38097
Walsh,North Dakota,ND,35490,38099
Ward,North Dakota,ND,35500,38101
Wells,North Dakota,ND,35510,38103
Williams,North Dakota,ND,35520,38105
Statewide,North Dakota,ND,35999,38990
Adams,Ohio,OH,36000,39001
Allen,Ohio,OH,36010,39003
Ashland,Ohio,OH,36020,39005
Ashtabula,Ohio,OH,36030,39007
Athens,Ohio,OH,36040,39009
Auglaize,Ohio,OH,36050,39011
Belmont,Ohio,OH,36060,39013
Brown,Ohio,OH,36070,39015
Butler,Ohio,OH,36080,39017
Carroll,Ohio,OH,36090,39019
Champaign,Ohio,OH,36100,39021
Clark,Ohio,OH,36110,39023
Clermont,Ohio,OH,36120,39025
Clinton,Ohio,OH,36130,39027
Columbiana,Ohio,OH,36140,39029
Coshocton,Ohio,OH,36150,39031
Crawford,Ohio,OH,36160,39033
Cuyahoga,Ohio,OH,36170,39035
Darke,Ohio,OH,36190,39037
Defiance,Ohio,OH,36200,39039
Delaware,Ohio,OH,36210,39041
Erie,Ohio,OH,36220,39043
Fairfield,Ohio,OH,36230,39045
Fayette,Ohio,OH,36240,39047
Franklin,Ohio,OH,36250,39049
Fulton,Ohio,OH,36260,39051
Gallia,Ohio,OH,36270,39053
Geauga,Ohio,OH,36280,39055
Greene,Ohio,OH,36290,39057
Guernsey,Ohio,OH,36300,39059
Hamilton,Ohio,OH,36310,39061
Hancock,Ohio,OH,36330,39063
Hardin,Ohio,OH,36340,39065
Harrison,Ohio,OH,36350,39067
Henry,Ohio,OH,36360,39069
Highland,Ohio,OH,36370,39071
Hocking,Ohio,OH,36380,39073
Holmes,Ohio,OH,36390,39075
Huron,Ohio,OH,36400,39077
Jackson,Ohio,OH,36410,39079
Jefferson,Ohio,OH,36420,39081
Knox,Ohio,OH,36430,39083
Lake,Ohio,OH,36440,39085
Lawrence,Ohio,OH,36450,39087
Licking,Ohio,OH,36460,39089
Logan,Ohio,OH,36470,39091
Lorain,Ohio,OH,36480,39093
Lucas,Ohio,OH,36490,39095
Madison,Ohio,OH,36500,39097
Mahoning,Ohio,OH,36510,39099
Marion,Ohio,OH,36520,39101
Medina,Ohio,OH,36530,39103
Meigs,Ohio,OH,36540,39105
Mercer,Ohio,OH,36550,39107
Miami,Ohio,OH,36560,39109
Monroe,Ohio,OH,36570,39111
Montgomery,Ohio,OH,36580,39113
Morgan,Ohio,OH,36590,39115
Morrow,Ohio,OH,36600,39117
Muskingum,Ohio,OH,36610,39119
Noble,Ohio,OH,36620,39121
Ottawa,Ohio,OH,36630,39123
Paulding,Ohio,OH,36640,39125
Perry,Ohio,OH,36650,39127
Pickaway,Ohio,OH,36660,39129
Pike,Ohio,OH,36670,39131
Portage,Ohio,OH,36680,39133
Preble,Ohio,OH,36690,39135
Putnam,Ohio,OH,36700,39137
Richland,Ohio,OH,36710,39139
Ross,Ohio,OH,36720,39141
Sandusky,Ohio,OH,36730,39143
Scioto,Ohio,OH,36740,39145
