FIPStxt,Stabr,Area_name,Median_Income
29173,MO,Ralls County,"57,549"
29175,MO,Randolph County,"44,975"
29177,MO,Ray County,"58,693"
29179,MO,Reynolds County,"36,592"
29181,MO,Ripley County,"32,802"
29183,MO,St. Charles County,"82,048"
29185,MO,St. Clair County,"37,013"
29186,MO,Ste. Genevieve County,"59,043"
29187,MO,St. Francois County,"45,584"
29189,MO,St. Louis County,"66,992"
29195,MO,Saline County,"43,776"
29197,MO,Schuyler County,"39,463"
29199,MO,Scotland County,"42,053"
29201,MO,Scott County,"44,261"
29203,MO,Shannon County,"32,715"
29205,MO,Shelby County,"44,564"
29207,MO,Stoddard County,"40,808"
29209,MO,Stone County,"46,026"
29211,MO,Sullivan County,"41,978"
29213,MO,Taney County,"40,887"
29215,MO,Texas County,"34,824"
29217,MO,Vernon County,"42,552"
29219,MO,Warren County,"62,056"
29221,MO,Washington County,"38,591"
29223,MO,Wayne County,"33,703"
29225,MO,Webster County,"51,141"
29227,MO,Worth County,"43,119"
29229,MO,Wright County,"35,293"
29510,MO,St. Louis city,"43,263"
30001,MT,Beaverhead County,"47,674"
30003,MT,Big Horn County,"40,425"
30005,MT,Blaine County,"39,237"
30007,MT,Broadwater County,"52,840"
30009,MT,Carbon County,"53,661"
30011,MT,Carter County,"47,985"
30013,MT,Cascade County,"50,054"
30015,MT,Chouteau County,"44,645"
30017,MT,Custer County,"50,525"
30019,MT,Daniels County,"44,659"
30021,MT,Dawson County,"56,167"
30023,MT,Deer Lodge County,"45,641"
30025,MT,Fallon County,"62,029"
30027,MT,Fergus County,"49,147"
30029,MT,Flathead County,"54,382"
30031,MT,Gallatin County,"67,569"
30033,MT,Garfield County,"44,580"
30035,MT,Glacier County,"37,719"
30037,MT,Golden Valley County,"38,782"
30039,MT,Granite County,"48,410"
30041,MT,Hill County,"50,136"
30043,MT,Jefferson County,"68,381"
30045,MT,Judith Basin County,"50,197"
30047,MT,Lake County,"44,833"
30049,MT,Lewis and Clark County,"63,860"
30051,MT,Liberty County,"42,742"
30053,MT,Lincoln County,"40,602"
30055,MT,McCone County,"43,650"
30057,MT,Madison County,"53,031"
30059,MT,Meagher County,"44,572"
30061,MT,Mineral County,"43,458"
30063,MT,Missoula County,"56,207"
30065,MT,Musselshell County,"43,371"
30067,MT,Park County,"61,044"
30069,MT,Petroleum County,"41,009"
30071,MT,Phillips County,"44,730"
30073,MT,Pondera County,"42,890"
30075,MT,Powder River County,"47,378"
30077,MT,Powell County,"48,966"
30079,MT,Prairie County,"42,754"
30081,MT,Ravalli County,"50,055"
30083,MT,Richland County,"67,242"
30085,MT,Roosevelt County,"40,179"
30087,MT,Rosebud County,"57,674"
30089,MT,Sanders County,"39,861"
30091,MT,Sheridan County,"51,690"
30093,MT,Silver Bow County,"47,302"
30095,MT,Stillwater County,"66,226"
30097,MT,Sweet Grass County,"52,747"
30099,MT,Teton County,"48,368"
30101,MT,Toole County,"46,326"
30103,MT,Treasure County,"50,774"
30105,MT,Valley County,"48,390"
30107,MT,Wheatland County,"38,449"
30109,MT,Wibaux County,"49,532"
30111,MT,Yellowstone County,"59,975"
31001,NE,Adams County,"55,167"
31003,NE,Antelope County,"55,371"
31005,NE,Arthur County,"46,862"
31007,NE,Banner County,"53,865"
31009,NE,Blaine County,"44,467"
31011,NE,Boone County,"51,911"
31013,NE,Box Butte County,"57,952"
31015,NE,Boyd County,"42,431"
31017,NE,Brown County,"46,191"
31019,NE,Buffalo County,"59,193"
31021,NE,Burt County,"57,548"
31023,NE,Butler County,"57,208"
31025,NE,Cass County,"75,177"
31027,NE,Cedar County,"64,570"
31029,NE,Chase County,"54,866"
31031,NE,Cherry County,"49,782"
31033,NE,Cheyenne County,"53,132"
31035,NE,Clay County,"56,259"
31037,NE,Colfax County,"55,787"
31039,NE,Cuming County,"59,219"
31041,NE,Custer County,"49,995"
31043,NE,Dakota County,"55,522"
31045,NE,Dawes County,"47,487"
31047,NE,Dawson County,"56,818"
31049,NE,Deuel County,"47,097"
31051,NE,Dixon County,"54,635"
31053,NE,Dodge County,"51,682"
31055,NE,Douglas County,"64,580"
31057,NE,Dundy County,"48,574"
31059,NE,Fillmore County,"56,697"
31061,NE,Franklin County,"48,778"
31063,NE,Frontier County,"43,650"
31065,NE,Furnas County,"49,685"
31067,NE,Gage County,"49,931"
31069,NE,Garden County,"39,192"
31071,NE,Garfield County,"46,245"
31073,NE,Gosper County,"59,722"
31075,NE,Grant County,"56,724"
31077,NE,Greeley County,"45,221"
31079,NE,Hall County,"53,792"
31081,NE,Hamilton County,"60,608"
31083,NE,Harlan County,"49,321"
31085,NE,Hayes County,"47,047"
31087,NE,Hitchcock County,"43,880"
31089,NE,Holt County,"55,965"
31091,NE,Hooker County,"46,220"
31093,NE,Howard County,"52,292"
31095,NE,Jefferson County,"47,075"
31097,NE,Johnson County,"52,401"
31099,NE,Kearney County,"64,456"
31101,NE,Keith County,"52,086"
31103,NE,Keya Paha County,"48,429"
31105,NE,Kimball County,"46,986"
31107,NE,Knox County,"47,906"
31109,NE,Lancaster County,"58,618"
31111,NE,Lincoln County,"56,803"
31113,NE,Logan County,"55,531"
31115,NE,Loup County,"47,797"
31117,NE,McPherson County,"53,207"
31119,NE,Madison County,"55,226"
31121,NE,Merrick County,"56,493"
31123,NE,Morrill County,"49,151"
31125,NE,Nance County,"47,279"
31127,NE,Nemaha County,"52,069"
31129,NE,Nuckolls County,"46,954"
31131,NE,Otoe County,"60,734"
31133,NE,Pawnee County,"45,487"
31135,NE,Perkins County,"57,251"
31137,NE,Phelps County,"59,003"
31139,NE,Pierce County,"57,367"
31141,NE,Platte County,"63,656"
31143,NE,Polk County,"59,815"
31145,NE,Red Willow County,"49,034"
31147,NE,Richardson County,"47,573"
31149,NE,Rock County,"48,260"
31151,NE,Saline County,"54,569"
31153,NE,Sarpy County,"79,358"
31155,NE,Saunders County,"67,897"
31157,NE,Scotts Bluff County,"50,247"
31159,NE,Seward County,"71,024"
31161,NE,Sheridan County,"43,819"
31163,NE,Sherman County,"47,499"
31165,NE,Sioux County,"50,861"
31167,NE,Stanton County,"66,228"
31169,NE,Thayer County,"51,299"
31171,NE,Thomas County,"48,275"
31173,NE,Thurston County,"45,405"
31175,NE,Valley County,"48,604"
31177,NE,Washington County,"77,838"
31179,NE,Wayne County,"55,970"
31181,NE,Webster County,"45,058"
31183,NE,Wheeler County,"53,369"
31185,NE,York County,"61,478"
32001,NV,Churchill County,"58,429"
32003,NV,Clark County,"57,155"
32005,NV,Douglas County,"70,495"
32007,NV,Elko County,"79,134"
32009,NV,Esmeralda County,"50,179"
32011,NV,Eureka County,"70,036"
32013,NV,Humboldt County,"72,873"
32015,NV,Lander County,"79,278"
32017,NV,Lincoln County,"55,504"
32019,NV,Lyon County,"59,732"
32021,NV,Mineral County,"44,438"
32023,NV,Nye County,"47,031"
32027,NV,Pershing County,"42,522"
32029,NV,Storey County,"68,236"
32031,NV,Washoe County,"63,636"
32033,NV,White Pine County,"58,942"
32510,NV,Carson City,"56,382"
33001,NH,Belknap County,"64,777"
33003,NH,Carroll County,"59,413"
33005,NH,Cheshire County,"60,251"
33007,NH,Coos County,"44,259"
33009,NH,Grafton County,"65,163"
33011,NH,Hillsborough County,"78,714"
33013,NH,Merrimack County,"74,351"
33015,NH,Rockingham County,"93,645"
33017,NH,Strafford County,"69,919"
33019,NH,Sullivan County,"60,034"
34001,NJ,Atlantic County,"60,826"
34003,NJ,Bergen County,"100,181"
34005,NJ,Burlington County,"84,470"
34007,NJ,Camden County,"67,135"
34009,NJ,Cape May County,"62,175"
34011,NJ,Cumberland County,"51,790"
34013,NJ,Essex County,"62,875"
34015,NJ,Gloucester County,"81,315"
34017,NJ,Hudson County,"73,337"
34019,NJ,Hunterdon County,"112,335"
34021,NJ,Mercer County,"79,979"
34023,NJ,Middlesex County,"87,666"
34025,NJ,Monmouth County,"99,223"
34027,NJ,Morris County,"112,396"
34029,NJ,Ocean County,"68,483"
34031,NJ,Passaic County,"71,959"
34033,NJ,Salem County,"64,524"
34035,NJ,Somerset County,"119,731"
34037,NJ,Sussex County,"92,284"
34039,NJ,Union County,"80,737"
34041,NJ,Warren County,"77,571"
35001,NM,Bernalillo County,"51,372"
35003,NM,Catron County,"34,777"
35005,NM,Chaves County,"43,527"
35006,NM,Cibola County,"38,097"
35007,NM,Colfax County,"41,592"
35009,NM,Curry County,"47,202"
35011,NM,DeBaca County,"35,087"
35013,NM,Dona Ana County,"38,409"
35015,NM,Eddy County,"58,320"
35017,NM,Grant County,"38,341"
35019,NM,Guadalupe County,"29,515"
35021,NM,Harding County,"37,544"
35023,NM,Hidalgo County,"39,882"
35025,NM,Lea County,"51,656"
35027,NM,Lincoln County,"45,095"
35028,NM,Los Alamos County,"124,947"
35029,NM,Luna County,"30,570"
35031,NM,McKinley County,"33,976"
35033,NM,Mora County,"34,491"
35035,NM,Otero County,"42,701"
35037,NM,Quay County,"33,085"
35039,NM,Rio Arriba County,"41,511"
35041,NM,Roosevelt County,"41,700"
35043,NM,Sandoval County,"57,036"
35045,NM,San Juan County,"46,578"
35047,NM,San Miguel County,"35,292"
35049,NM,Santa Fe County,"60,187"
35051,NM,Sierra County,"31,741"
35053,NM,Socorro County,"33,989"
35055,NM,Taos County,"38,405"
35057,NM,Torrance County,"39,123"
35059,NM,Union County,"40,426"
35061,NM,Valencia County,"46,365"
36001,NY,Albany County,"64,536"
36003,NY,Allegany County,"46,262"
36005,NY,Bronx County,"38,566"
36007,NY,Broome County,"50,928"
36009,NY,Cattaraugus County,"48,017"
36011,NY,Cayuga County,"52,945"
36013,NY,Chautauqua County,"45,689"
36015,NY,Chemung County,"52,565"
36017,NY,Chenango County,"50,312"
36019,NY,Clinton County,"55,517"
36021,NY,Columbia County,"64,916"
36023,NY,Cortland County,"51,751"
36025,NY,Delaware County,"47,382"
36027,NY,Dutchess County,"79,604"
36029,NY,Erie County,"56,375"
36031,NY,Essex County,"54,376"
36033,NY,Franklin County,"48,722"
36035,NY,Fulton County,"51,388"
36037,NY,Genesee County,"58,925"
36039,NY,Greene County,"54,514"
36041,NY,Hamilton County,"59,020"
36043,NY,Herkimer County,"53,168"
36045,NY,Jefferson County,"52,798"
36047,NY,Kings County,"60,862"
36049,NY,Lewis County,"52,660"
36051,NY,Livingston County,"61,027"
36053,NY,Madison County,"59,114"
36055,NY,Monroe County,"60,240"
36057,NY,Montgomery County,"43,799"
36059,NY,Nassau County,"115,301"
36061,NY,New York County,"84,610"
36063,NY,Niagara County,"55,013"
36065,NY,Oneida County,"54,096"
36067,NY,Onondaga County,"59,786"
36069,NY,Ontario County,"62,930"
36071,NY,Orange County,"75,048"
36073,NY,Orleans County,"52,658"
36075,NY,Oswego County,"53,745"
36077,NY,Otsego County,"54,321"
36079,NY,Putnam County,"100,887"
36081,NY,Queens County,"68,432"
36083,NY,Rensselaer County,"71,084"
36085,NY,Richmond County,"79,719"
36087,NY,Rockland County,"88,960"
36089,NY,St. Lawrence County,"49,356"
36091,NY,Saratoga County,"83,210"
36093,NY,Schenectady County,"63,297"
36095,NY,Schoharie County,"57,757"
36097,NY,Schuyler County,"50,190"
36099,NY,Seneca County,"54,184"
36101,NY,Steuben County,"54,862"
36103,NY,Suffolk County,"100,075"
36105,NY,Sullivan County,"51,985"
36107,NY,Tioga County,"60,309"
36109,NY,Tompkins County,"57,383"
36111,NY,Ulster County,"63,073"
36113,NY,Warren County,"56,694"
36115,NY,Washington County,"55,913"
36117,NY,Wayne County,"61,118"
36119,NY,Westchester County,"94,521"
36121,NY,Wyoming County,"57,709"
36123,NY,Yates County,"51,089"
37001,NC,Alamance County,"50,480"
37003,NC,Alexander County,"49,138"
37005,NC,Alleghany County,"39,735"
37007,NC,Anson County,"38,023"
37009,NC,Ashe County,"41,864"
37011,NC,Avery County,"41,701"
37013,NC,Beaufort County,"46,411"
37015,NC,Bertie County,"35,433"
37017,NC,Bladen County,"36,976"
37019,NC,Brunswick County,"60,163"
37021,NC,Buncombe County,"53,960"
37023,NC,Burke County,"44,946"
37025,NC,Cabarrus County,"69,297"
37027,NC,Caldwell County,"43,328"
37029,NC,Camden County,"65,955"
37031,NC,Carteret County,"55,052"
37033,NC,Caswell County,"45,517"
37035,NC,Catawba County,"53,738"
37037,NC,Chatham County,"73,703"
37039,NC,Cherokee County,"41,262"
37041,NC,Chowan County,"42,618"
37043,NC,Clay County,"42,878"
37045,NC,Cleveland County,"42,728"
37047,NC,Columbus County,"36,862"
37049,NC,Craven County,"50,748"
37051,NC,Cumberland County,"46,779"
37053,NC,Currituck County,"64,426"
37055,NC,Dare County,"64,768"
37057,NC,Davidson County,"47,758"
37059,NC,Davie County,"60,801"
37061,NC,Duplin County,"42,725"
37063,NC,Durham County,"59,329"
37065,NC,Edgecombe County,"38,818"
37067,NC,Forsyth County,"50,112"
37069,NC,Franklin County,"57,710"
37071,NC,Gaston County,"52,798"
37073,NC,Gates County,"51,746"
37075,NC,Graham County,"39,502"
37077,NC,Granville County,"58,956"
37079,NC,Greene County,"43,591"
37081,NC,Guilford County,"52,166"
37083,NC,Halifax County,"36,760"
37085,NC,Harnett County,"51,225"
37087,NC,Haywood County,"47,183"
37089,NC,Henderson County,"54,012"
37091,NC,Hertford County,"38,216"
37093,NC,Hoke County,"47,892"
37095,NC,Hyde County,"40,653"
37097,NC,Iredell County,"60,044"
37099,NC,Jackson County,"44,502"
37101,NC,Johnston County,"60,296"
37103,NC,Jones County,"43,302"
37105,NC,Lee County,"48,984"
37107,NC,Lenoir County,"40,433"
37109,NC,Lincoln County,"62,963"
37111,NC,McDowell County,"43,972"
37113,NC,Macon County,"46,426"
37115,NC,Madison County,"44,693"
37117,NC,Martin County,"43,569"
37119,NC,Mecklenburg County,"64,509"
37121,NC,Mitchell County,"43,967"
37123,NC,Montgomery County,"47,757"
37125,NC,Moore County,"59,471"
37127,NC,Nash County,"50,122"
37129,NC,New Hanover County,"53,419"
37131,NC,Northampton County,"37,233"
37133,NC,Onslow County,"50,531"
37135,NC,Orange County,"71,920"
37137,NC,Pamlico County,"46,447"
37139,NC,Pasquotank County,"46,355"
37141,NC,Pender County,"54,900"
37143,NC,Perquimans County,"48,337"
37145,NC,Person County,"50,149"
37147,NC,Pitt County,"43,303"
37149,NC,Polk County,"50,467"
37151,NC,Randolph County,"48,372"
37153,NC,Richmond County,"38,514"
37155,NC,Robeson County,"35,407"
37157,NC,Rockingham County,"41,869"
37159,NC,Rowan County,"46,864"
37161,NC,Rutherford County,"42,831"
37163,NC,Sampson County,"42,807"
37165,NC,Scotland County,"36,730"
37167,NC,Stanly County,"51,491"
37169,NC,Stokes County,"50,826"
37171,NC,Surry County,"46,342"
37173,NC,Swain County,"43,121"
37175,NC,Transylvania County,"51,398"
37177,NC,Tyrrell County,"36,765"
37179,NC,Union County,"80,428"
37181,NC,Vance County,"40,263"
37183,NC,Wake County,"80,169"
37185,NC,Warren County,"38,430"
37187,NC,Washington County,"36,042"
37189,NC,Watauga County,"48,489"
37191,NC,Wayne County,"41,572"
37193,NC,Wilkes County,"44,080"
37195,NC,Wilson County,"44,015"
37197,NC,Yadkin County,"49,070"
37199,NC,Yancey County,"44,756"
38001,ND,Adams County,"53,162"
38003,ND,Barnes County,"54,984"
38005,ND,Benson County,"42,407"
38007,ND,Billings County,"76,235"
38009,ND,Bottineau County,"59,161"
38011,ND,Bowman County,"62,270"
38013,ND,Burke County,"63,261"
38015,ND,Burleigh County,"72,277"
38017,ND,Cass County,"63,885"
38019,ND,Cavalier County,"60,314"
38021,ND,Dickey County,"53,286"
38023,ND,Divide County,"58,715"
38025,ND,Dunn County,"66,383"
38027,ND,Eddy County,"51,327"
38029,ND,Emmons County,"47,976"
38031,ND,Foster County,"58,096"
38033,ND,Golden Valley County,"58,075"
38035,ND,Grand Forks County,"54,311"
38037,ND,Grant County,"41,295"
38039,ND,Griggs County,"54,250"
38041,ND,Hettinger County,"51,455"
38043,ND,Kidder County,"45,401"
38045,ND,LaMoure County,"54,514"
38047,ND,Logan County,"50,141"
38049,ND,McHenry County,"54,795"
38051,ND,McIntosh County,"47,288"
38053,ND,McKenzie County,"76,224"
38055,ND,McLean County,"64,524"
38057,ND,Mercer County,"82,303"
38059,ND,Morton County,"68,043"
38061,ND,Mountrail County,"67,162"
38063,ND,Nelson County,"50,093"
38065,ND,Oliver County,"68,243"
38067,ND,Pembina County,"58,766"
38069,ND,Pierce County,"47,360"
38071,ND,Ramsey County,"54,814"
38073,ND,Ransom County,"61,634"
38075,ND,Renville County,"60,205"
38077,ND,Richland County,"61,174"
38079,ND,Rolette County,"42,021"
38081,ND,Sargent County,"64,756"
38083,ND,Sheridan County,"39,439"
38085,ND,Sioux County,"37,002"
38087,ND,Slope County,"49,843"
38089,ND,Stark County,"71,888"
38091,ND,Steele County,"66,929"
38093,ND,Stutsman County,"57,002"
38095,ND,Towner County,"51,848"
38097,ND,Traill County,"59,931"
38099,ND,Walsh County,"59,705"
38101,ND,Ward County,"63,938"
38103,ND,Wells County,"58,261"
38105,ND,Williams County,"79,354"
39001,OH,Adams County,"42,154"
39003,OH,Allen County,"50,301"
39005,OH,Ashland County,"54,362"
39007,OH,Ashtabula County,"46,950"
39009,OH,Athens County,"40,416"
39011,OH,Auglaize County,"63,754"
39013,OH,Belmont County,"48,989"
39015,OH,Brown County,"55,334"
39017,OH,Butler County,"61,053"
39019,OH,Carroll County,"50,002"
39021,OH,Champaign County,"57,701"
39023,OH,Clark County,"50,089"
39025,OH,Clermont County,"65,280"
39027,OH,Clinton County,"53,947"
39029,OH,Columbiana County,"44,938"
39031,OH,Coshocton County,"46,420"
39033,OH,Crawford County,"44,715"
39035,OH,Cuyahoga County,"50,006"
39037,OH,Darke County,"53,853"
39039,OH,Defiance County,"56,740"
39041,OH,Delaware County,"103,536"
39043,OH,Erie County,"53,135"
39045,OH,Fairfield County,"67,654"
39047,OH,Fayette County,"47,733"
39049,OH,Franklin County,"60,383"
39051,OH,Fulton County,"62,800"
39053,OH,Gallia County,"43,785"
39055,OH,Geauga County,"84,093"
39057,OH,Greene County,"68,380"
39059,OH,Guernsey County,"44,623"
39061,OH,Hamilton County,"57,300"
39063,OH,Hancock County,"61,579"
39065,OH,Hardin County,"49,580"
39067,OH,Harrison County,"50,301"
39069,OH,Henry County,"57,705"
39071,OH,Highland County,"49,161"
39073,OH,Hocking County,"50,568"
39075,OH,Holmes County,"60,828"
39077,OH,Huron County,"55,202"
39079,OH,Jackson County,"44,726"
39081,OH,Jefferson County,"42,821"
39083,OH,Knox County,"56,885"
39085,OH,Lake County,"65,883"
39087,OH,Lawrence County,"43,031"
39089,OH,Licking County,"66,145"
39091,OH,Logan County,"61,699"
39093,OH,Lorain County,"59,265"
39095,OH,Lucas County,"47,865"
39097,OH,Madison County,"61,645"
39099,OH,Mahoning County,"48,010"
39101,OH,Marion County,"45,419"
39103,OH,Medina County,"76,475"
39105,OH,Meigs County,"44,286"
39107,OH,Mercer County,"62,782"
39109,OH,Miami County,"59,922"
39111,OH,Monroe County,"46,314"
39113,OH,Montgomery County,"51,071"
39115,OH,Morgan County,"40,557"
39117,OH,Morrow County,"60,452"
39119,OH,Muskingum County,"49,586"
39121,OH,Noble County,"48,792"
39123,OH,Ottawa County,"58,345"
39125,OH,Paulding County,"53,876"
39127,OH,Perry County,"51,534"
39129,OH,Pickaway County,"58,742"
39131,OH,Pike County,"45,163"
39133,OH,Portage County,"63,689"
39135,OH,Preble County,"53,904"
39137,OH,Putnam County,"64,304"
39139,OH,Richland County,"49,668"
39141,OH,Ross County,"49,385"
39143,OH,Sandusky County,"53,978"
39145,OH,Scioto County,"41,267"
39147,OH,Seneca County,"52,165"
39149,OH,Shelby County,"63,398"
39151,OH,Stark County,"52,310"
39153,OH,Summit County,"58,890"
39155,OH,Trumbull County,"47,424"
39157,OH,Tuscarawas County,"51,030"
39159,OH,Union County,"84,861"
39161,OH,Van Wert County,"54,331"
39163,OH,Vinton County,"43,457"
39165,OH,Warren County,"87,391"
39167,OH,Washington County,"50,904"
39169,OH,Wayne County,"59,142"
39171,OH,Williams County,"54,581"
39173,OH,Wood County,"64,282"
39175,OH,Wyandot County,"55,995"
40001,OK,Adair County,"35,156"
40003,OK,Alfalfa County,"52,952"
40005,OK,Atoka County,"39,702"
40007,OK,Beaver County,"52,550"
40009,OK,Beckham County,"47,825"
40011,OK,Blaine County,"49,513"
40013,OK,Bryan County,"43,445"
40015,OK,Caddo County,"48,533"
40017,OK,Canadian County,"70,942"
40019,OK,Carter County,"48,660"
40021,OK,Cherokee County,"42,913"
40023,OK,Choctaw County,"35,308"
40025,OK,Cimarron County,"46,777"
40027,OK,Cleveland County,"62,343"
40029,OK,Coal County,"39,396"
40031,OK,Comanche County,"51,382"
40033,OK,Cotton County,"43,386"
40035,OK,Craig County,"43,074"
40037,OK,Creek County,"54,478"
40039,OK,Custer County,"49,577"
40041,OK,Delaware County,"40,287"
40043,OK,Dewey County,"50,728"
40045,OK,Ellis County,"51,867"
40047,OK,Garfield County,"52,387"
40049,OK,Garvin County,"47,858"
40051,OK,Grady County,"56,489"
40053,OK,Grant County,"49,073"
40055,OK,Greer County,"37,445"
40057,OK,Harmon County,"38,537"
40059,OK,Harper County,"55,112"
40061,OK,Haskell County,"37,776"
40063,OK,Hughes County,"37,566"
40065,OK,Jackson County,"47,747"
40067,OK,Jefferson County,"37,338"
40069,OK,Johnston County,"39,756"
40071,OK,Kay County,"45,700"
40073,OK,Kingfisher County,"59,266"
40075,OK,Kiowa County,"37,831"
40077,OK,Latimer County,"38,284"
40079,OK,Le Flore County,"38,709"
40081,OK,Lincoln County,"48,039"
40083,OK,Logan County,"69,114"
40085,OK,Love County,"48,725"
40087,OK,McClain County,"65,831"
40089,OK,McCurtain County,"37,390"
40091,OK,McIntosh County,"37,468"
40093,OK,Major County,"56,102"
40095,OK,Marshall County,"42,258"
40097,OK,Mayes County,"50,951"
40099,OK,Murray County,"50,031"
40101,OK,Muskogee County,"43,911"
40103,OK,Noble County,"54,210"
40105,OK,Nowata County,"45,734"
40107,OK,Okfuskee County,"37,545"
40109,OK,Oklahoma County,"52,346"
40111,OK,Okmulgee County,"42,354"
40113,OK,Osage County,"48,826"
40115,OK,Ottawa County,"38,194"
40117,OK,Pawnee County,"46,949"
40119,OK,Payne County,"47,748"
40121,OK,Pittsburg County,"42,376"
40123,OK,Pontotoc County,"48,450"
40125,OK,Pottawatomie County,"48,499"
40127,OK,Pushmataha County,"37,026"
40129,OK,Roger Mills County,"53,871"
40131,OK,Rogers County,"61,849"
40133,OK,Seminole County,"37,901"
40135,OK,Sequoyah County,"38,998"
40137,OK,Stephens County,"46,512"
40139,OK,Texas County,"51,812"
40141,OK,Tillman County,"41,186"
40143,OK,Tulsa County,"55,796"
40145,OK,Wagoner County,"62,889"
40147,OK,Washington County,"53,992"
40149,OK,Washita County,"47,484"
40151,OK,Woods County,"51,715"
40153,OK,Woodward County,"55,134"
41001,OR,Baker County,"45,972"
41003,OR,Benton County,"63,600"
41005,OR,Clackamas County,"81,061"
41007,OR,Clatsop County,"53,806"
41009,OR,Columbia County,"63,338"
41011,OR,Coos County,"48,352"
41013,OR,Crook County,"51,348"
41015,OR,Curry County,"48,788"
41017,OR,Deschutes County,"67,372"
41019,OR,Douglas County,"47,020"
41021,OR,Gilliam County,"54,325"
41023,OR,Grant County,"46,141"
41025,OR,Harney County,"43,370"
41027,OR,Hood River County,"66,607"
41029,OR,Jackson County,"55,511"
41031,OR,Jefferson County,"50,376"
41033,OR,Josephine County,"46,578"
41035,OR,Klamath County,"45,374"
41037,OR,Lake County,"44,847"
41039,OR,Lane County,"53,161"
41041,OR,Lincoln County,"49,265"
41043,OR,Linn County,"54,292"
41045,OR,Malheur County,"42,624"
41047,OR,Marion County,"56,408"
41049,OR,Morrow County,"55,343"
41051,OR,Multnomah County,"70,756"
41053,OR,Polk County,"62,389"
41055,OR,Sherman County,"58,838"
41057,OR,Tillamook County,"52,486"
41059,OR,Umatilla County,"53,917"
41061,OR,Union County,"50,616"
41063,OR,Wallowa County,"48,137"
41065,OR,Wasco County,"52,269"
41067,OR,Washington County,"82,819"
41069,OR,Wheeler County,"39,579"
41071,OR,Yamhill County,"61,776"
42001,PA,Adams County,"62,877"
42003,PA,Allegheny County,"59,881"
42005,PA,Armstrong County,"49,436"
42007,PA,Beaver County,"54,823"
42009,PA,Bedford County,"50,257"
42011,PA,Berks County,"62,519"
42013,PA,Blair County,"49,244"
42015,PA,Bradford County,"50,978"
42017,PA,Bucks County,"88,538"
42019,PA,Butler County,"67,161"
42021,PA,Cambria County,"45,163"
42023,PA,Cameron County,"41,770"
42025,PA,Carbon County,"53,901"
42027,PA,Centre County,"58,258"
42029,PA,Chester County,"99,224"
42031,PA,Clarion County,"46,284"
42033,PA,Clearfield County,"46,706"
42035,PA,Clinton County,"50,999"
42037,PA,Columbia County,"50,774"
42039,PA,Crawford County,"50,805"
42041,PA,Cumberland County,"71,695"
42043,PA,Dauphin County,"57,979"
42045,PA,Delaware County,"71,961"
42047,PA,Elk County,"54,876"
42049,PA,Erie County,"48,453"
42051,PA,Fayette County,"50,381"
42053,PA,Forest County,"41,750"
42055,PA,Franklin County,"60,744"
42057,PA,Fulton County,"52,277"
42059,PA,Greene County,"50,956"
42061,PA,Huntingdon County,"49,019"
42063,PA,Indiana County,"47,999"
42065,PA,Jefferson County,"46,751"
42067,PA,Juniata County,"54,342"
42069,PA,Lackawanna County,"52,872"
42071,PA,Lancaster County,"66,270"
42073,PA,Lawrence County,"48,418"
42075,PA,Lebanon County,"61,087"
42077,PA,Lehigh County,"62,139"
42079,PA,Luzerne County,"53,469"
42081,PA,Lycoming County,"53,820"
42083,PA,Mc Kean County,"46,529"
42085,PA,Mercer County,"48,788"
42087,PA,Mifflin County,"47,648"
42089,PA,Monroe County,"63,318"
42091,PA,Montgomery County,"90,155"
42093,PA,Montour County,"61,314"
42095,PA,Northampton County,"68,217"
42097,PA,Northumberland County,"47,243"
42099,PA,Perry County,"62,366"
42101,PA,Philadelphia County,"46,149"
42103,PA,Pike County,"62,657"
42105,PA,Potter County,"44,883"
42107,PA,Schuylkill County,"48,809"
42109,PA,Snyder County,"56,991"
42111,PA,Somerset County,"50,504"
42113,PA,Sullivan County,"48,998"
42115,PA,Susquehanna County,"52,573"
42117,PA,Tioga County,"48,799"
42119,PA,Union County,"55,679"
42121,PA,Venango County,"45,761"
42123,PA,Warren County,"50,554"
42125,PA,Washington County,"63,119"
42127,PA,Wayne County,"53,602"
42129,PA,Westmoreland County,"58,398"
42131,PA,Wyoming County,"57,599"
42133,PA,York County,"65,238"
44001,RI,Bristol County,"80,231"
44003,RI,Kent County,"69,089"
44005,RI,Newport County,"77,760"
44007,RI,Providence County,"56,141"
44009,RI,Washington County,"86,715"
45001,SC,Abbeville County,"42,412"
45003,SC,Aiken County,"52,633"
45005,SC,Allendale County,"29,124"
45007,SC,Anderson County,"51,740"
45009,SC,Bamberg County,"36,230"
45011,SC,Barnwell County,"38,131"
45013,SC,Beaufort County,"65,843"
45015,SC,Berkeley County,"62,204"
45017,SC,Calhoun County,"45,385"
45019,SC,Charleston County,"62,958"
45021,SC,Cherokee County,"42,542"
45023,SC,Chester County,"42,116"
45025,SC,Chesterfield County,"39,046"
45027,SC,Clarendon County,"36,722"
45029,SC,Colleton County,"39,079"
45031,SC,Darlington County,"37,206"
45033,SC,Dillon County,"33,159"
45035,SC,Dorchester County,"65,468"
45037,SC,Edgefield County,"48,818"
45039,SC,Fairfield County,"39,522"
45041,SC,Florence County,"47,949"
45043,SC,Georgetown County,"46,058"
45045,SC,Greenville County,"61,162"
45047,SC,Greenwood County,"43,879"
45049,SC,Hampton County,"35,871"
