state,county, TOT_MALE,TOT_FEMALE,%  TOT_MALE,% TOT_FEMALE,fips
Arkansas,Sharp,8570,8796,49.34930324,50.65069676,5135
Arkansas,St. Francis,14023,11416,55.12402217,44.87597783,5123
Arkansas,Stone,6135,6322,49.249418,50.750582,5137
Arkansas,Union,19038,20088,48.65818126,51.34181874,5139
Arkansas,Van Buren,8255,8348,49.71993013,50.28006987,5141
Arkansas,Washington,118335,118626,49.93859749,50.06140251,5143
Arkansas,White,38321,40406,48.67580373,51.32419627,5145
Arkansas,Woodruff,3121,3369,48.08936826,51.91063174,5147
Arkansas,Yell,10811,10724,50.20199675,49.79800325,5149
California,Alameda,820045,846708,49.20015143,50.79984857,6001
California,Alpine,588,513,53.40599455,46.59400545,6003
California,Amador,21425,17958,54.40164538,45.59835462,6005
California,Butte,114342,116914,49.44390632,50.55609368,6007
California,Calaveras,22697,22905,49.77193983,50.22806017,6009
California,Colusa,11046,10581,51.07504508,48.92495492,6011
California,Contra Costa,562483,587732,48.90242259,51.09757741,6013
California,Del Norte,15188,12640,54.57812275,45.42187725,6015
California,El Dorado,95091,95587,49.8699378,50.1300622,6017
California,Fresno,496016,498384,49.88093323,50.11906677,6019
California,Glenn,14235,13812,50.75409135,49.24590865,6021
California,Humboldt,67913,68460,49.7994471,50.2005529,6023
California,Imperial,93235,88592,51.27676308,48.72323692,6025
California,Inyo,9044,8943,50.28075833,49.71924167,6027
California,Kern,459690,437074,51.26097836,48.73902164,6029
California,Kings,83196,68170,54.96346604,45.03653396,6031
California,Lake,32140,32242,49.92078531,50.07921469,6033
California,Lassen,19155,11647,62.18752029,37.81247971,6035
California,Los Angeles,4981895,5123623,49.29875935,50.70124065,6037
California,Los Angeles,4981895,5123623,49.29875935,50.70124065,6037
California,Madera,76008,81664,48.20640317,51.79359683,6039
California,Marin,126989,132677,48.90474687,51.09525313,6041
California,Mariposa,8904,8567,50.96445538,49.03554462,6043
California,Mendocino,43403,44203,49.54341027,50.45658973,6045
California,Merced,138632,136133,50.45475224,49.54524776,6047
California,Modoc,4386,4391,49.97151646,50.02848354,6049
California,Mono,7571,6679,53.12982456,46.87017544,6051
California,Monterey,221787,213807,50.91599058,49.08400942,6053
California,Napa,69392,70025,49.77298321,50.22701679,6055
California,Nevada,48920,50776,49.06917028,50.93082972,6057
California,Orange,1572801,1613167,49.36650337,50.63349663,6059
California,Placer,192147,201002,48.87383664,51.12616336,6061
California,Plumas,9360,9444,49.77664327,50.22335673,6063
California,Riverside,1221375,1229383,49.83662198,50.16337802,6065
California,Sacramento,752972,788003,48.8633495,51.1366505,6067
California,San Benito,30843,30694,50.12106538,49.87893462,6069
California,San Bernardino,1080950,1090653,49.7765936,50.2234064,6071
California,San Diego,1682449,1660915,50.32204091,49.67795909,6073
California,San Francisco,450363,432942,50.98612597,49.01387403,6075
California,San Joaquin,375136,377524,49.84136263,50.15863737,6077
California,San Luis Obispo,144092,139918,50.73483328,49.26516672,6079
California,San Mateo,380308,389237,49.41985199,50.58014801,6081
California,Santa Barbara,223377,223150,50.0254184,49.9745816,6083
California,Santa Clara,980868,956702,50.62361618,49.37638382,6085
California,Santa Cruz,135725,138530,49.48861461,50.51138539,6087
California,Shasta,88367,91673,49.0818707,50.9181293,6089
California,Sierra,1511,1476,50.58587211,49.41412789,6091
California,Siskiyou,21731,21993,49.70039338,50.29960662,6093
California,Solano,221997,224613,49.70712702,50.29287298,6095
California,Sonoma,244124,255818,48.83046433,51.16953567,6097
California,Stanislaus,272316,277499,49.52865964,50.47134036,6099
California,Sutter,48222,48585,49.81251356,50.18748644,6101
California,Tehama,31743,32173,49.663621,50.336379,6103
California,Trinity,6442,6093,51.39210211,48.60789789,6105
California,Tulare,233078,232783,50.0316618,49.9683382,6107
California,Tuolumne,28296,26243,51.88213939,48.11786061,6109
California,Ventura,421319,429648,49.51061557,50.48938443,6111
California,Yolo,106746,113662,48.43109143,51.56890857,6113
California,Yuba,39503,38538,50.61826476,49.38173524,6115
Colorado,Adams,258470,253398,50.49544023,49.50455977,8001
Colorado,Alamosa,8361,8322,50.11688545,49.88311455,8003
Colorado,Arapahoe,322713,328502,49.55552314,50.44447686,8005
Colorado,Archuleta,6898,6867,50.11260443,49.88739557,8007
Colorado,Baca,1800,1785,50.20920502,49.79079498,8009
Colorado,Bent,3848,2034,65.4199252,34.5800748,8011
Colorado,Boulder,164069,162009,50.31587534,49.68412466,8013
Colorado,Broomfield,34441,34826,49.72208988,50.27791012,8014
Colorado,Chaffee,10582,9445,52.8386678,47.1613322,8015
Colorado,Cheyenne,954,922,50.85287846,49.14712154,8017
Colorado,Clear Creek,5067,4538,52.75377408,47.24622592,8019
Colorado,Conejos,4117,4083,50.20731707,49.79268293,8021
Colorado,Costilla,1982,1846,51.77638454,48.22361546,8023
Colorado,Crowley,4286,1572,73.1649027,26.8350973,8025
Colorado,Custer,2555,2399,51.57448526,48.42551474,8027
Colorado,Delta,15501,15452,50.07915226,49.92084774,8029
Colorado,Denver,359590,356902,50.1875806,49.8124194,8031
Colorado,Dolores,1090,984,52.55544841,47.44455159,8033
Colorado,Douglas,171127,171649,49.92385698,50.07614302,8035
Colorado,Eagle,29160,25833,53.02493045,46.97506955,8037
Colorado,El Paso,360720,353136,50.53119957,49.46880043,8041
Colorado,Elbert,13278,13004,50.52126931,49.47873069,8039
Colorado,Fremont,27722,20299,57.72891027,42.27108973,8043
Colorado,Garfield,30533,29237,51.08415593,48.91584407,8045
Colorado,Gilpin,3212,2909,52.47508577,47.52491423,8047
Colorado,Grand,8319,7206,53.58454106,46.41545894,8049
Colorado,Gunnison,9300,7946,53.92554795,46.07445205,8051
Colorado,Hinsdale,418,393,51.54130703,48.45869297,8053
Colorado,Huerfano,3513,3376,50.9943388,49.0056612,8055
Colorado,Jackson,724,675,51.75125089,48.24874911,8057
Colorado,Jefferson,289294,290939,49.8582466,50.1417534,8059
Colorado,Kiowa,673,710,48.66232827,51.33767173,8061
Colorado,Kit Carson,3582,3581,50.00698032,49.99301968,8063
Colorado,La Plata,28411,27899,50.45462618,49.54537382,8067
Colorado,Lake,4207,3617,53.7704499,46.2295501,8065
Colorado,Larimer,174991,175527,49.92354173,50.07645827,8069
Colorado,Las Animas,7572,6931,52.20988761,47.79011239,8071
Colorado,Lincoln,3277,2333,58.41354724,41.58645276,8073
Colorado,Logan,12030,9498,55.88071349,44.11928651,8075
Colorado,Mesa,75720,77487,49.42332922,50.57667078,8077
Colorado,Mineral,385,391,49.61340206,50.38659794,8079
Colorado,Moffat,6763,6425,51.281468,48.718532,8081
Colorado,Montezuma,12901,13257,49.31951984,50.68048016,8083
Colorado,Montrose,20815,21399,49.30828635,50.69171365,8085
Colorado,Morgan,14410,14148,50.4587156,49.5412844,8087
Colorado,Otero,9025,9407,48.96375868,51.03624132,8089
Colorado,Ouray,2446,2387,50.61038692,49.38961308,8091
Colorado,Park,9768,8788,52.64065531,47.35934469,8093
Colorado,Phillips,2115,2171,49.34671022,50.65328978,8095
Colorado,Pitkin,9289,8661,51.74930362,48.25069638,8097
Colorado,Prowers,6113,6051,50.25485038,49.74514962,8099
Colorado,Pueblo,82556,84973,49.27863236,50.72136764,8101
Colorado,Rio Blanco,3237,3099,51.08901515,48.91098485,8103
Colorado,Rio Grande,5624,5626,49.99111111,50.00888889,8105
Colorado,Routt,13399,12334,52.06932732,47.93067268,8107
Colorado,Saguache,3426,3417,50.06576063,49.93423937,8109
Colorado,San Juan,427,335,56.03674541,43.96325459,8111
Colorado,San Miguel,4359,3832,53.21694543,46.78305457,8113
Colorado,Sedgwick,1137,1166,49.37038645,50.62961355,8115
Colorado,Summit,16816,14191,54.23291515,45.76708485,8117
Colorado,Teller,12734,12349,50.76745206,49.23254794,8119
Colorado,Washington,2552,2357,51.98614789,48.01385211,8121
Colorado,Weld,158475,155830,50.42076963,49.57923037,8123
Colorado,Yuma,4989,5031,49.79041916,50.20958084,8125
Connecticut,Fairfield,459748,484075,48.711252,51.288748,9001
Connecticut,Hartford,434117,458580,48.62982625,51.37017375,9003
Connecticut,Litchfield,89551,91560,49.44536776,50.55463224,9005
Connecticut,Middlesex,79242,83440,48.70975277,51.29024723,9007
Connecticut,New Haven,413494,444126,48.21412747,51.78587253,9009
Connecticut,New London,133702,133082,50.11619887,49.88380113,9011
Connecticut,Tolland,75598,75323,50.09110727,49.90889273,9013
Connecticut,Windham,57943,59084,49.51250566,50.48749434,9015
Delaware,Kent,86023,92527,48.17866144,51.82133856,10001
Delaware,New Castle,271123,288212,48.47238238,51.52761762,10003
Delaware,Sussex,110781,118505,48.31564073,51.68435927,10005
District of Columbia,District of Columbia,333307,369148,47.44887573,52.55112427,11001
Florida,Alachua,130428,139528,48.31454015,51.68545985,12001
Florida,Baker,14917,13438,52.60800564,47.39199436,12003
Florida,Bay,91929,93358,49.61438201,50.38561799,12005
Florida,Bradford,15318,12414,55.23582865,44.76417135,12007
Florida,Brevard,291903,304946,48.90734507,51.09265493,12009
Florida,Broward,950568,1000692,48.71559915,51.28440085,12011
Florida,Calhoun,7962,6625,54.58284774,45.41715226,12013
Florida,Charlotte,90256,94742,48.78755446,51.21244554,12015
Florida,Citrus,71714,76215,48.47866206,51.52133794,12017
Florida,Clay,106560,109512,49.31689437,50.68310563,12019
Florida,Collier,186769,191719,49.34608231,50.65391769,12021
Florida,Columbia,36366,34137,51.5807838,48.4192162,12023
Florida,DeSoto,21230,16259,56.62994478,43.37005522,12027
Florida,Dixie,9244,7456,55.35329341,44.64670659,12029
Florida,Duval,460434,489747,48.45750441,51.54249559,12031
Florida,Escambia,156179,159355,49.49672618,50.50327382,12033
Florida,Flagler,53927,58140,48.12032088,51.87967912,12035
Florida,Franklin,6545,5191,55.76857532,44.23142468,12037
Florida,Gadsden,21790,24104,47.47897329,52.52102671,12039
Florida,Gilchrist,9429,8827,51.64877301,48.35122699,12041
Florida,Glades,7719,6005,56.24453512,43.75546488,12043
Florida,Gulf,9461,6703,58.53130413,41.46869587,12045
Florida,Hamilton,8283,6027,57.88259958,42.11740042,12047
Florida,Hardee,14376,12869,52.76564507,47.23435493,12049
Florida,Hendry,22163,19393,53.33285206,46.66714794,12051
Florida,Hernando,91975,98890,48.1885102,51.8114898,12053
Florida,Highlands,51515,53909,48.86458491,51.13541509,12055
Florida,Hillsborough,702940,733948,48.9210015,51.0789985,12057
Florida,Holmes,10336,9141,53.0677209,46.9322791,12059
Florida,Indian River,75421,81992,47.91281533,52.08718467,12061
Florida,Jackson,26615,21690,55.09781596,44.90218404,12063
Florida,Jefferson,7491,6797,52.42861142,47.57138858,12065
Florida,Lafayette,4986,3746,57.10032066,42.89967934,12067
Florida,Lake,172515,183980,48.39198306,51.60801694,12069
Florida,Lee,369372,385238,48.94872848,51.05127152,12071
Florida,Leon,138642,153860,47.39865027,52.60134973,12073
Florida,Levy,19903,20867,48.81775816,51.18224184,12075
Florida,Liberty,5215,3242,61.66489299,38.33510701,12077
Florida,Madison,9799,8730,52.88466728,47.11533272,12079
Florida,Manatee,190647,204208,48.28278735,51.71721265,12081
Florida,Marion,172642,187335,47.95917517,52.04082483,12083
Florida,Martin,79518,81394,49.41707269,50.58292731,12085
Florida,Miami-Dade,1340718,1420863,48.54892904,51.45107096,12086
Florida,Monroe,39005,36022,51.987951,48.012049,12087
Florida,Nassau,42254,43578,49.22872588,50.77127412,12089
Florida,Okaloosa,104997,102272,50.65735831,49.34264169,12091
Florida,Okeechobee,22289,19248,53.66059176,46.33940824,12093
Florida,Orange,677345,703300,49.06004078,50.93995922,12095
Florida,Osceola,181463,186527,49.31193782,50.68806218,12097
Florida,Palm Beach,720762,765179,48.50542518,51.49457482,12099
Florida,Pasco,262406,277224,48.62702222,51.37297778,12101
Florida,Pinellas,467828,507452,47.96858338,52.03141662,12103
Florida,Polk,346929,361080,49.0006483,50.9993517,12105
Florida,Putnam,36699,37464,49.48424416,50.51575584,12107
Florida,Santa Rosa,91404,87945,50.96432096,49.03567904,12113
Florida,Sarasota,203342,223376,47.65254805,52.34745195,12115
Florida,Seminole,226010,241822,48.31007712,51.68992288,12117
Florida,St. Johns,124017,130244,48.77547087,51.22452913,12109
Florida,St. Lucie,156975,164153,48.88237712,51.11762288,12111
Florida,Sumter,64194,64560,49.85786849,50.14213151,12119
Florida,Suwannee,22743,21448,51.46523048,48.53476952,12121
Florida,Taylor,11798,9825,54.56227166,45.43772834,12123
Florida,Union,9623,5317,64.41097724,35.58902276,12125
Florida,Volusia,267217,280321,48.80337072,51.19662928,12127
Florida,Wakulla,17327,15134,53.37789963,46.62210037,12129
Florida,Walton,36080,35295,50.54991243,49.45008757,12131
Florida,Washington,13350,11530,53.65755627,46.34244373,12133
Georgia,Appling,9240,9267,49.92705463,50.07294537,13001
Georgia,Atkinson,4188,4109,50.47607569,49.52392431,13003
Georgia,Bacon,5468,5717,48.8869021,51.1130979,13005
Georgia,Baker,1529,1563,49.45019405,50.54980595,13007
Georgia,Baldwin,22742,22081,50.73734467,49.26265533,13009
Georgia,Banks,9645,9343,50.7952391,49.2047609,13011
Georgia,Barrow,39597,41212,49.00073012,50.99926988,13013
Georgia,Bartow,52478,53930,49.31772047,50.68227953,13015
Georgia,Ben Hill,7965,8822,47.44742956,52.55257044,13017
Georgia,Berrien,9454,9798,49.10658633,50.89341367,13019
Georgia,Bibb,71847,81248,46.92968418,53.07031582,13021
Georgia,Bleckley,6124,6714,47.70213429,52.29786571,13023
Georgia,Brantley,9312,9585,49.27766312,50.72233688,13025
Georgia,Brooks,7569,7944,48.7913363,51.2086637,13027
Georgia,Bryan,18795,19314,49.31905849,50.68094151,13029
Georgia,Bulloch,37919,39377,49.05687228,50.94312772,13031
Georgia,Burke,10682,11741,47.63858538,52.36141462,13033
Georgia,Butts,12774,11419,52.80039681,47.19960319,13035
Georgia,Calhoun,3830,2522,60.29596977,39.70403023,13037
Georgia,Camden,27469,26208,51.17461855,48.82538145,13039
Georgia,Candler,5313,5523,49.03100775,50.96899225,13043
Georgia,Carroll,57613,60508,48.77456168,51.22543832,13045
Georgia,Catoosa,32610,34810,48.36843667,51.63156333,13047
Georgia,Charlton,7436,5532,57.34114744,42.65885256,13049
Georgia,Chatham,138978,150217,48.05684746,51.94315254,13051
Georgia,Chattahoochee,6843,3841,64.0490453,35.9509547,13053
Georgia,Chattooga,12680,12110,51.14965712,48.85034288,13055
Georgia,Cherokee,125168,128981,49.2498495,50.7501505,13057
Georgia,Clarke,60322,67008,47.3745386,52.6254614,13059
Georgia,Clay,1362,1525,47.17700035,52.82299965,13061
Georgia,Clayton,135554,154061,46.80489616,53.19510384,13063
Georgia,Clinch,3232,3416,48.61612515,51.38387485,13065
Georgia,Cobb,366600,390265,48.43664326,51.56335674,13067
Georgia,Coffee,22140,20953,51.37725385,48.62274615,13069
Georgia,Colquitt,22585,23007,49.53719951,50.46280049,13071
Georgia,Columbia,75273,79018,48.78638417,51.21361583,13073
Georgia,Cook,8268,8894,48.17620324,51.82379676,13075
Georgia,Coweta,70983,74881,48.66382384,51.33617616,13077
Georgia,Crawford,6214,6104,50.44650106,49.55349894,13079
Georgia,Crisp,10687,11914,47.28551834,52.71448166,13081
Georgia,Dade,7971,8255,49.12486133,50.87513867,13083
Georgia,Dawson,12400,12683,49.4358729,50.5641271,13085
Georgia,Decatur,12857,13718,48.38005644,51.61994356,13087
Georgia,DeKalb,357770,398788,47.28917016,52.71082984,13089
Georgia,Dodge,10787,9918,52.09852693,47.90147307,13091
Georgia,Dooly,7451,6255,54.36305268,45.63694732,13093
Georgia,Dougherty,41868,49375,45.88625977,54.11374023,13095
Georgia,Douglas,69035,76296,47.50190943,52.49809057,13097
Georgia,Early,4782,5465,46.66731726,53.33268274,13099
Georgia,Echols,2067,1933,51.675,48.325,13101
Georgia,Effingham,30999,31191,49.84563435,50.15436565,13103
Georgia,Elbert,9147,9973,47.83995816,52.16004184,13105
Georgia,Emanuel,11130,11482,49.22165222,50.77834778,13107
Georgia,Evans,5216,5505,48.65217797,51.34782203,13109
Georgia,Fannin,12610,13354,48.56724696,51.43275304,13111
Georgia,Fayette,55009,58450,48.48359319,51.51640681,13113
Georgia,Floyd,47307,50620,48.30843383,51.69156617,13115
Georgia,Forsyth,117339,119273,49.59131405,50.40868595,13117
Georgia,Franklin,11292,11731,49.04660557,50.95339443,13119
Georgia,Fulton,508527,541587,48.42588519,51.57411481,13121
Georgia,Gilmer,15437,15379,50.09410696,49.90589304,13123
Georgia,Glascock,1484,1511,49.54924875,50.45075125,13125
Georgia,Glynn,40136,45083,47.09747826,52.90252174,13127
Georgia,Gordon,28429,29256,49.28317587,50.71682413,13129
Georgia,Grady,11931,12817,48.20995636,51.79004364,13131
Georgia,Greene,8521,9177,48.14668324,51.85331676,13133
Georgia,Gwinnett,452986,474795,48.82466875,51.17533125,13135
Georgia,Habersham,21450,23938,47.25918745,52.74081255,13137
Georgia,Hall,100538,101610,49.73484774,50.26515226,13139
Georgia,Hancock,4593,3755,55.01916627,44.98083373,13141
Georgia,Haralson,14335,15198,48.53892256,51.46107744,13143
Georgia,Harris,17245,17230,50.02175489,49.97824511,13145
Georgia,Hart,12929,13170,49.53829649,50.46170351,13147
Georgia,Heard,5916,5963,49.8021719,50.1978281,13149
Georgia,Henry,109748,120472,47.67092346,52.32907654,13151
Georgia,Houston,75339,80130,48.45917836,51.54082164,13153
Georgia,Irwin,4889,4509,52.02170675,47.97829325,13155
Georgia,Jackson,34706,35716,49.28289455,50.71710545,13157
Georgia,Jasper,6866,7174,48.9031339,51.0968661,13159
Georgia,Jeff Davis,7408,7621,49.29137002,50.70862998,13161
Georgia,Jefferson,7447,7983,48.26312378,51.73687622,13163
Georgia,Jenkins,4658,4025,53.64505355,46.35494645,13165
Georgia,Johnson,5441,4267,56.04655954,43.95344046,13167
Georgia,Jones,13847,14769,48.38901314,51.61098686,13169
Georgia,Lamar,9150,9850,48.15789474,51.84210526,13171
Georgia,Lanier,5226,5114,50.54158607,49.45841393,13173
Georgia,Laurens,22395,24930,47.32171157,52.67828843,13175
Georgia,Lee,14924,14840,50.14111007,49.85888993,13177
Georgia,Liberty,31168,30329,50.6821471,49.3178529,13179
Georgia,Lincoln,3836,4079,48.46493999,51.53506001,13181
