state,county,% Age 0 to 29 years,% Age 30 to 39,% Age 40 to 49 years,% Age 50 to 59 years,% Age 60 to 69 years,% Age 70 to 79,% Age 80 to 85+,fips
Arkansas,Poinsett,39.00892634,11.33311087,12.12146492,13.48127138,11.67514808,8.480020022,3.900058397,5111
Arkansas,Polk,35.46311537,9.915706519,11.29233378,13.2275924,14.17527059,10.75365355,5.172327797,5113
Arkansas,Pope,42.7953125,12.01875,11.1828125,12.528125,10.5375,7.15625,3.78125,5115
Arkansas,Prairie,32.20213029,10.35422343,11.19643299,14.7634382,14.04508298,10.81248452,6.62620758,5117
Arkansas,Pulaski,39.52149333,13.88000407,12.13201589,12.55169604,11.77574615,6.567179383,3.571865132,5119
Arkansas,Randolph,37.5863606,11.73946958,11.33273902,13.07109427,12.27434812,8.613773122,5.382215289,5121
Arkansas,Saline,36.80253004,13.46225118,13.0117525,12.86103722,11.62484249,8.41452467,3.823061909,5125
Arkansas,Scott,36.37949414,10.52427561,11.13479988,14.75918209,12.59811997,9.96220564,4.641922667,5127
Arkansas,Searcy,31.70394572,9.876853481,11.07062076,14.41316914,15.33048505,11.3596381,6.245287761,5129
Arkansas,Sebastian,39.92000188,12.65254045,12.09756327,13.09558288,11.40716852,7.029189138,3.797953864,5131
Arkansas,Sevier,44.29079876,11.6109458,12.23525293,11.838497,10.11144174,6.336425696,3.576638077,5133
Arkansas,Sharp,32.40239549,9.23068064,11.10215363,13.39974663,15.20211908,12.09259473,6.570309801,5135
Arkansas,St. Francis,36.64452219,15.05562326,12.98793192,12.62628248,12.02484374,7.115059554,3.545736861,5123
Arkansas,Stone,30.44071606,9.231757245,10.12282251,14.33732038,16.12747853,13.13317813,6.606727141,5137
Arkansas,Union,37.88529367,11.93324132,11.82589582,13.4130757,12.87634821,7.759546082,4.306599192,5139
Arkansas,Van Buren,30.72938626,9.913870987,11.09438053,14.00951635,15.51526833,12.02192375,6.715653798,5141
Arkansas,Washington,47.0343221,14.16013606,11.72977832,10.62157908,8.657542802,5.146838509,2.649803132,5143
Arkansas,White,40.94402175,11.90442923,11.95523772,12.99300113,10.83872115,7.508224624,3.856364398,5145
Arkansas,Woodruff,34.54545455,9.845916795,11.84899846,13.8366718,14.42218798,10,5.500770416,5147
Arkansas,Yell,38.53262131,11.19108428,12.47271883,13.74506617,11.7622475,7.731599721,4.564662178,5149
California,Alameda,37.08287911,16.54534295,13.93121836,12.8628537,10.43807931,5.766181312,3.373445256,6001
California,Alpine,30.33605813,8.174386921,9.990917348,16.71207993,19.80018165,10.35422343,4.632152589,6003
California,Amador,26.20927811,11.41609324,12.07119823,14.82111571,17.35012569,12.36066323,5.771525785,6005
California,Butte,41.52324696,11.67321064,10.22935621,11.47991836,12.7079946,7.849309856,4.536963365,6007
California,Calaveras,27.75536161,9.94254638,9.854830928,15.03442831,18.92460857,12.78452699,5.703697206,6009
California,Colusa,43.29310584,12.98377029,11.453276,11.88791788,10.50076294,6.413279697,3.467887363,6011
California,Contra Costa,37.02464322,13.29221059,13.67013993,13.9995566,11.38221985,6.835852428,3.795377386,6013
California,Del Norte,35.55771166,14.60399598,11.63216904,12.86833405,13.60859566,7.794307891,3.934885727,6015
California,El Dorado,31.97851876,10.85442474,11.90698455,15.5791439,15.9410105,9.272176129,4.467741428,6017
California,Fresno,46.29273934,13.99215607,11.50281577,11.02323009,8.998793242,5.189058729,3.001206758,6019
California,Glenn,42.25763896,12.39348237,10.88173423,12.36852426,11.29889115,6.931222591,3.868506436,6021
California,Humboldt,39.04585218,13.03410499,11.57853827,11.62766823,13.48140761,7.485352672,3.747076034,6023
California,Imperial,46.39849967,13.58324121,11.18095772,10.88562205,9.015712738,5.50083321,3.435133396,6025
California,Inyo,32.03424696,12.08094735,10.45199311,13.64874632,15.69466837,9.634736198,6.4546617,6027
California,Kern,47.19179182,14.18043097,11.67386291,11.09801464,8.661699176,4.827803079,2.366397402,6029
California,Kings,46.91212029,15.48101952,12.32773542,10.72367639,7.664865293,4.382754383,2.507828707,6031
California,Lake,33.2391041,11.17859029,10.60700196,13.86722997,16.05417663,10.35693206,4.69696499,6033
California,Lassen,36.69891565,16.4502305,13.62249205,12.11609636,11.2622557,6.483345237,3.366664502,6035
California,Los Angeles,39.6265189,14.86162313,13.35979017,12.9236621,10.03733802,5.665518581,3.525549111,6037
California,Los Angeles,39.6265189,14.86162313,13.35979017,12.9236621,10.03733802,5.665518581,3.525549111,6037
California,Madera,44.2526257,13.26678167,11.85435588,11.27276879,10.14003755,6.178649348,3.034781064,6039
California,Marin,30.68480279,10.04097571,13.93520908,15.56653547,14.41351582,9.902721188,5.456239939,6041
California,Mariposa,28.06364833,10.11390304,9.461393166,14.84746151,18.44198958,12.65525728,6.416347089,6043
California,Mendocino,34.26249344,11.82453257,11.65102847,12.5345296,15.44871356,9.818962172,4.4597402,6045
California,Merced,48.30236748,13.39690281,11.52730515,10.84381198,8.387531163,4.867432169,2.674649246,6047
California,Modoc,30.59131822,10.23128632,10.34522046,13.23914777,17.3179902,12.47578899,5.799248035,6049
California,Mono,34.59649123,14.28070175,12.75789474,14.72982456,14.13333333,6.673684211,2.828070175,6051
California,Monterey,43.26643618,13.95909953,12.23937887,11.53941514,9.940908277,5.620830406,3.433931597,6053
California,Napa,35.34576128,12.49919307,12.79184031,13.61455203,12.63260578,8.196274486,4.919773055,6055
California,Nevada,27.67412935,10.83694431,10.78077355,13.95943669,18.70887498,12.17701814,5.862822982,6057
California,Orange,38.74530441,13.41764889,13.37835157,13.80415623,10.54542921,6.321469644,3.787640052,6059
California,Placer,34.95494075,12.26710484,13.17388573,13.56966443,12.41615774,8.770211803,4.848034715,6061
California,Plumas,27.65900872,10.14145926,9.205488194,14.37460115,20.123378,13.11423101,5.381833652,6063
California,Riverside,42.07820601,13.42148021,12.46100186,12.2278087,9.855930288,6.403284208,3.55228872,6065
California,Sacramento,40.18579146,14.81224549,12.48313568,12.60636934,10.55630364,5.948441733,3.407712649,6067
California,San Benito,41.8187432,13.75270163,12.73867754,13.179063,10.1093651,5.442254254,2.959195281,6069
California,San Bernardino,44.80109854,13.92703915,12.34111391,12.0763786,9.35401176,4.976416039,2.523941991,6071
California,San Diego,40.42524236,15.09569404,12.49409278,12.32459284,10.20600808,5.911889941,3.542479969,6073
California,San Francisco,32.16374865,20.76089233,13.67828779,12.15831451,10.60720816,6.181330345,4.450218215,6075
California,San Joaquin,44.01682034,13.57850822,12.41450323,11.97273669,9.530066697,5.508861903,2.97850291,6077
California,San Luis Obispo,38.67187775,11.52776311,10.47216647,12.1481638,13.81958382,8.614485405,4.745959649,6079
California,San Mateo,35.13907569,15.14986128,13.88872646,13.5875095,11.25080405,6.706430423,4.277592603,6081
California,Santa Barbara,45.22705234,12.0342107,10.69297041,11.23649858,10.19803954,6.351911531,4.259316906,6083
California,Santa Clara,38.54374294,15.59608169,13.94339301,13.0460835,9.633561626,5.673085359,3.564051879,6085
California,Santa Cruz,40.68622268,11.55493975,11.77444349,12.79320341,12.8701391,6.928223733,3.392827843,6087
California,Shasta,35.57709398,12.3789158,10.54765608,13.2831593,14.06854032,9.340702066,4.803932459,6089
California,Sierra,25.27619685,8.771342484,9.943086709,14.99832608,20.99096083,13.82658185,6.193505189,6091
California,Siskiyou,32.02131552,10.64175281,9.996798097,12.86021407,17.66764248,11.53371146,5.278565548,6093
California,Solano,38.35046237,13.90967511,12.02122657,13.43588366,11.99010322,6.79407089,3.498578178,6095
California,Sonoma,34.2103684,12.95110233,12.14360866,13.73859368,13.97882154,8.544391149,4.433114241,6097
California,Stanislaus,43.89221829,13.67823723,12.06005656,11.91237052,9.638151014,5.653719888,3.165246492,6099
California,Sutter,41.9008956,13.05794002,11.60246676,12.2439493,10.34222732,6.727819269,4.124701726,6101
California,Tehama,37.95293823,11.47130609,10.89867952,13.64603542,12.69635146,8.791225984,4.543463296,6103
California,Trinity,26.94056641,10.00398883,10.42680495,15.04587156,20.15955325,12.12604707,5.29716793,6105
California,Tulare,48.18304172,13.50338406,11.55924192,10.64952851,8.452521246,4.962853727,2.689428821,6107
California,Tuolumne,29.62833935,11.64121088,10.50807679,13.26757,17.23903995,11.74572324,5.970039788,6109
California,Ventura,39.18166039,12.82587926,12.57534076,13.62097473,11.24508941,6.663595651,3.887459796,6111
California,Yolo,48.58671192,12.47912961,10.85260063,10.63119306,9.050488186,5.297448368,3.102428224,6113
California,Yuba,45.07630604,14.6423034,10.8378929,11.23896413,10.03575044,5.553491114,2.615291962,6115
Colorado,Adams,43.22188533,16.25536271,13.34406527,11.73407988,8.788203209,4.450561473,2.205842131,8001
Colorado,Alamosa,49.00197806,12.21003417,9.476712821,10.52568483,9.842354493,5.886231493,3.057004136,8003
Colorado,Arapahoe,39.58078361,15.41994579,13.60917669,12.50892562,10.56440653,5.565903734,2.750858012,8005
Colorado,Archuleta,28.12931348,10.57028696,10.67925899,14.94369778,19.96367599,11.7907737,3.922993098,8007
Colorado,Baca,34.58856346,10.48814505,9.511854951,12.77545328,14.50488145,9.874476987,8.256624826,8009
Colorado,Bent,33.11798708,15.07990479,14.85889153,12.63175791,11.88371302,7.820469228,4.607276437,8011
Colorado,Boulder,41.52135379,12.70002883,12.79939156,12.6153865,11.24546888,6.006538313,3.111832138,8013
Colorado,Broomfield,38.51473285,14.61879394,15.02013946,12.45614795,10.17367578,6.041838105,3.174671922,8014
Colorado,Chaffee,27.58276327,12.52808708,11.83901733,13.7464423,17.89584062,11.17990713,5.227942278,8015
Colorado,Cheyenne,36.94029851,11.94029851,9.648187633,13.85927505,14.65884861,7.356076759,5.597014925,8017
Colorado,Clear Creek,25.94482041,12.55596044,14.20093701,17.02238417,18.06350859,9.318063509,2.894325872,8019
Colorado,Conejos,40.06097561,11.17073171,10.24390244,12.25609756,13.2804878,8.536585366,4.451219512,8021
Colorado,Costilla,30.32915361,9.587251829,8.803552769,13.84535005,18.49529781,12.90491118,6.034482759,8023
Colorado,Crowley,32.58791396,18.7435985,17.19016729,12.7005804,9.474223284,6.094230113,3.209286446,8025
Colorado,Custer,22.62817925,7.731126363,8.942268874,15.68429552,26.52402099,14.08962455,4.400484457,8027
Colorado,Delta,31.38952606,10.27687139,10.34148548,13.28142668,17.20673279,11.51746196,5.986495655,8029
Colorado,Denver,39.41984,20.43679483,13.30887156,10.31330427,8.914405185,4.86397615,2.742808015,8031
Colorado,Dolores,29.79749277,9.691417551,11.62005786,14.41658631,17.26133076,11.8611379,5.351976856,8033
Colorado,Douglas,38.67657012,13.26522277,16.07930544,14.47825985,9.966275352,5.343431279,2.190935188,8035
Colorado,Eagle,37.06289891,16.05113378,15.47651519,13.66173877,11.09959449,5.167930464,1.480188388,8037
Colorado,El Paso,43.5219428,14.47014524,11.72883607,12.04136408,9.973019769,5.537811547,2.726880491,8041
Colorado,Elbert,33.04162545,10.19709307,13.10783045,18.30149912,15.73700632,7.252111711,2.362833879,8039
Colorado,Fremont,30.2076175,14.24585077,12.62572624,13.9022511,14.50615356,9.58955457,4.922846255,8043
Colorado,Garfield,39.94311528,14.48050862,13.15375606,12.92287101,11.67809938,5.36222185,2.459427807,8045
Colorado,Gilpin,25.1429505,11.90981866,16.4188858,19.39225617,18.49371018,6.861623918,1.780754779,8047
Colorado,Grand,30.86634461,13.66827697,12.41223833,15.31723027,17.56521739,7.813204509,2.357487923,8049
Colorado,Gunnison,42.82732228,13.88727821,12.53044184,11.4287371,11.57369825,5.73466311,2.017859214,8051
Colorado,Hinsdale,27.1270037,8.754623921,9.494451295,14.0567201,19.11220715,16.15289766,5.302096178,8053
Colorado,Huerfano,25.75119756,8.883727682,9.420815793,14.39976775,20.33676876,14.03687037,7.170852083,8055
Colorado,Jackson,28.52037169,11.07934239,12.72337384,15.43959971,17.9413867,9.435310936,4.860614725,8057
Colorado,Jefferson,34.7755126,14.91590447,12.90033487,14.0186787,12.71764963,7.058199034,3.613720695,8059
Colorado,Kiowa,35.50253073,9.544468547,9.689081706,14.24439624,14.82284888,8.676789588,7.519884309,8061
Colorado,Kit Carson,38.47549909,12.00614268,10.12145749,12.77397738,12.56456792,8.390339243,5.668016194,8063
Colorado,La Plata,34.76469544,14.17510211,12.38678743,13.52690464,14.68122891,7.313088261,3.152193216,8067
Colorado,Lake,38.16462168,15.5291411,13.08793456,12.67893661,12.69171779,5.393660532,2.45398773,8065
Colorado,Larimer,41.77959477,13.23641011,11.51752549,11.45818474,11.88212874,6.74516002,3.380996126,8069
Colorado,Las Animas,33.13797145,10.90808798,10.28752672,13.20416466,16.00358547,10.99772461,5.460939116,8071
